"DRS_id","DRS","Município","Janeiro Notificados","Janeiro Confirmados","Fevereiro Notificados","Fevereiro Confirmados","Março Notificados","Março Confirmados","Abril Notificados","Abril Confirmados","Maio Notificados","Maio Confirmados","Junho Notificados","Junho Confirmados","Julho Notificados","Julho Confirmados","Agosto Notificados","Agosto Confirmados","Setembro Notificados","Setembro Confirmados","Outubro Notificados","Outubro Confirmados","Novembro Notificados","Novembro Confirmados","Dezembro Notificados","Dezembro Confirmados","Total Notificados","Total Confirmados"
"1","São Paulo","352850 Mairiporã","25.00","1.00","67.00","0.00","102.00","1.00","160.00","1.00","126.00","2.00","65.00","0.00","37.00","0.00","36.00","1.00","50.00","0.00","70.00","0.00","66.00","1.00","61.00","6.00","865.00","13.00"
"6","Bauru","352860 Manduri","1.00","0.00","2.00","0.00","17.00","0.00","54.00","3.00","55.00","3.00","15.00","0.00","1.00","0.00","1.00","0.00","5.00","0.00","3.00","0.00","5.00","1.00","2.00","2.00","161.00","9.00"
"11","Presidente Prudente","352870 Marabá Paulista","1.00","0.00","17.00","1.00","73.00","17.00","49.00","18.00","36.00","9.00","10.00","3.00","2.00","0.00","0.00","0.00","5.00","0.00","5.00","1.00","3.00","0.00","2.00","0.00","203.00","49.00"
"9","Marília","352880 Maracaí","2.00","1.00","30.00","11.00","77.00","33.00","166.00","70.00","250.00","48.00","62.00","14.00","29.00","8.00","8.00","1.00","7.00","2.00","11.00","0.00","14.00","0.00","5.00","0.00","661.00","188.00"
"15","São José do Rio Preto","352885 Marapoama","1.00","0.00","60.00","48.00","160.00","121.00","96.00","77.00","56.00","46.00","10.00","10.00","1.00","0.00","2.00","0.00","2.00","0.00","1.00","0.00","5.00","0.00","4.00","0.00","398.00","302.00"
"9","Marília","352890 Mariápolis","40.00","25.00","91.00","55.00","297.00","218.00","264.00","205.00","81.00","49.00","11.00","7.00","4.00","3.00","7.00","1.00","9.00","0.00","4.00","0.00","6.00","1.00","7.00","0.00","821.00","564.00"
"9","Marília","352900 Marília","236.00","48.00","328.00","111.00","1,257.00","482.00","2,127.00","1,076.00","2,062.00","765.00","500.00","195.00","182.00","39.00","202.00","28.00","207.00","25.00","231.00","67.00","338.00","152.00","373.00","249.00","8,043.00","3,237.00"
"15","São José do Rio Preto","352910 Marinópolis","3.00","3.00","2.00","2.00","13.00","8.00","15.00","8.00","20.00","14.00","3.00","2.00","5.00","4.00","21.00","11.00","0.00","0.00","1.00","0.00","2.00","0.00","3.00","1.00","88.00","53.00"
"11","Presidente Prudente","352920 Martinópolis","34.00","4.00","66.00","33.00","268.00","169.00","237.00","132.00","113.00","62.00","24.00","15.00","1.00","1.00","8.00","0.00","5.00","0.00","5.00","0.00","5.00","0.00","7.00","1.00","773.00","417.00"
"3","Araraquara","352930 Matão","35.00","10.00","248.00","78.00","695.00","241.00","863.00","377.00","686.00","250.00","207.00","76.00","55.00","15.00","42.00","8.00","29.00","4.00","36.00","1.00","57.00","8.00","20.00","2.00","2,973.00","1,070.00"
"1","São Paulo","352940 Mauá","45.00","0.00","73.00","1.00","114.00","5.00","102.00","17.00","96.00","6.00","68.00","1.00","50.00","1.00","32.00","0.00","35.00","0.00","34.00","0.00","47.00","1.00","37.00","1.00","733.00","33.00"
"15","São José do Rio Preto","352950 Mendonça","17.00","0.00","26.00","0.00","62.00","5.00","35.00","2.00","22.00","2.00","11.00","2.00","11.00","1.00","14.00","0.00","2.00","0.00","8.00","1.00","4.00","0.00","4.00","0.00","216.00","13.00"
"15","São José do Rio Preto","352960 Meridiano","14.00","5.00","12.00","8.00","27.00","19.00","13.00","4.00","12.00","3.00","3.00","2.00","4.00","2.00","1.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","91.00","43.00"
"15","São José do Rio Preto","352965 Mesópolis","1.00","0.00","2.00","0.00","3.00","0.00","3.00","1.00","3.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.00","1.00"
"8","Franca","352970 Miguelópolis","16.00","14.00","32.00","30.00","42.00","37.00","4.00","4.00","4.00","4.00","0.00","0.00","1.00","1.00","1.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","101.00","91.00"
"6","Bauru","352980 Mineiros do Tietê","3.00","2.00","6.00","0.00","26.00","8.00","94.00","48.00","66.00","31.00","8.00","5.00","7.00","2.00","1.00","0.00","5.00","1.00","2.00","0.00","1.00","1.00","4.00","0.00","223.00","98.00"
"12","Registro","352990 Miracatu","5.00","0.00","10.00","0.00","38.00","0.00","9.00","0.00","4.00","2.00","5.00","1.00","2.00","1.00","5.00","1.00","4.00","0.00","4.00","0.00","1.00","0.00","2.00","0.00","89.00","5.00"
"15","São José do Rio Preto","353000 Mira Estrela","3.00","0.00","3.00","2.00","43.00","13.00","30.00","14.00","21.00","9.00","8.00","5.00","3.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","114.00","43.00"
"2","Araçatuba","353010 Mirandópolis","72.00","60.00","177.00","133.00","1,032.00","859.00","1,088.00","1,036.00","509.00","476.00","112.00","101.00","64.00","59.00","43.00","41.00","20.00","13.00","30.00","18.00","33.00","28.00","28.00","25.00","3,208.00","2,849.00"
"11","Presidente Prudente","353020 Mirante do Paranapanema","85.00","29.00","157.00","37.00","640.00","537.00","417.00","386.00","130.00","119.00","22.00","17.00","13.00","7.00","7.00","5.00","3.00","1.00","6.00","0.00","19.00","0.00","8.00","0.00","1,507.00","1,138.00"
"15","São José do Rio Preto","353030 Mirassol","61.00","6.00","80.00","16.00","154.00","24.00","127.00","43.00","105.00","23.00","39.00","7.00","43.00","4.00","36.00","8.00","47.00","4.00","48.00","10.00","39.00","8.00","48.00","9.00","827.00","162.00"
"15","São José do Rio Preto","353040 Mirassolândia","3.00","0.00","5.00","0.00","11.00","0.00","19.00","1.00","5.00","1.00","8.00","1.00","3.00","0.00","1.00","0.00","5.00","0.00","4.00","0.00","9.00","3.00","2.00","1.00","75.00","7.00"
"14","São João da Boa Vista","353050 Mococa","8.00","4.00","28.00","8.00","95.00","24.00","97.00","47.00","128.00","68.00","35.00","11.00","14.00","6.00","5.00","1.00","6.00","2.00","2.00","0.00","10.00","2.00","14.00","4.00","442.00","177.00"
"1","São Paulo","353060 Moji das Cruzes","30.00","0.00","31.00","2.00","67.00","2.00","64.00","4.00","63.00","4.00","35.00","2.00","34.00","2.00","15.00","0.00","11.00","1.00","32.00","2.00","26.00","0.00","30.00","0.00","438.00","19.00"
"14","São João da Boa Vista","353070 Moji-Guaçu","185.00","6.00","327.00","27.00","891.00","136.00","1,298.00","240.00","1,059.00","227.00","378.00","59.00","178.00","10.00","225.00","0.00","276.00","3.00","299.00","3.00","263.00","3.00","173.00","4.00","5,552.00","718.00"
"14","São João da Boa Vista","353080 Moji-Mirim","83.00","3.00","118.00","6.00","277.00","18.00","394.00","22.00","344.00","19.00","100.00","5.00","96.00","3.00","106.00","3.00","113.00","4.00","107.00","2.00","104.00","2.00","62.00","0.00","1,904.00","87.00"
"10","Piracicaba","353090 Mombuca","1.00","1.00","5.00","2.00","18.00","12.00","41.00","39.00","42.00","35.00","1.00","0.00","3.00","3.00","2.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","117.00","92.00"
"15","São José do Rio Preto","353100 Monções","0.00","0.00","1.00","1.00","6.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","1.00","0.00","12.00","2.00"
"4","Baixada Santista","353110 Mongaguá","8.00","1.00","15.00","3.00","38.00","4.00","27.00","2.00","15.00","4.00","20.00","2.00","22.00","2.00","11.00","3.00","10.00","0.00","14.00","2.00","17.00","4.00","8.00","0.00","205.00","27.00"
"7","Campinas","353120 Monte Alegre do Sul","0.00","0.00","3.00","0.00","2.00","0.00","17.00","2.00","8.00","2.00","2.00","1.00","0.00","0.00","3.00","0.00","3.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","42.00","5.00"
"13","Riberão Preto","353130 Monte Alto","19.00","11.00","78.00","42.00","193.00","85.00","370.00","212.00","348.00","178.00","94.00","51.00","17.00","7.00","18.00","3.00","15.00","3.00","19.00","9.00","36.00","20.00","19.00","9.00","1,226.00","630.00"
"15","São José do Rio Preto","353140 Monte Aprazível","24.00","0.00","19.00","0.00","53.00","9.00","39.00","5.00","19.00","5.00","15.00","2.00","8.00","0.00","10.00","2.00","13.00","3.00","13.00","0.00","10.00","3.00","9.00","1.00","232.00","30.00"
"5","Barretos","353150 Monte Azul Paulista","0.00","0.00","6.00","0.00","16.00","1.00","7.00","2.00","31.00","17.00","15.00","8.00","8.00","4.00","5.00","4.00","21.00","11.00","101.00","57.00","199.00","140.00","293.00","238.00","702.00","482.00"
"11","Presidente Prudente","353160 Monte Castelo","137.00","105.00","80.00","57.00","66.00","44.00","18.00","10.00","6.00","6.00","2.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","310.00","225.00"
"17","Taubaté","353170 Monteiro Lobato","0.00","0.00","1.00","1.00","4.00","3.00","2.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00","4.00"
"7","Campinas","353180 Monte Mor","14.00","2.00","17.00","4.00","84.00","42.00","151.00","90.00","94.00","56.00","37.00","18.00","13.00","1.00","24.00","1.00","16.00","1.00","10.00","0.00","10.00","2.00","7.00","0.00","477.00","217.00"
"8","Franca","353190 Morro Agudo","59.00","6.00","92.00","18.00","203.00","51.00","89.00","73.00","111.00","80.00","30.00","18.00","16.00","2.00","41.00","2.00","37.00","2.00","83.00","7.00","70.00","5.00","45.00","5.00","876.00","269.00"
"7","Campinas","353200 Morungaba","8.00","1.00","8.00","0.00","15.00","4.00","49.00","17.00","39.00","12.00","16.00","4.00","3.00","0.00","7.00","0.00","13.00","0.00","9.00","2.00","11.00","0.00","2.00","1.00","180.00","41.00"
"3","Araraquara","353205 Motuca","1.00","0.00","4.00","0.00","7.00","0.00","7.00","0.00","4.00","2.00","0.00","0.00","1.00","1.00","1.00","1.00","1.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","31.00","4.00"
"2","Araçatuba","353210 Murutinga do Sul","11.00","10.00","19.00","17.00","36.00","21.00","27.00","27.00","13.00","13.00","3.00","3.00","1.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","113.00","91.00"
"11","Presidente Prudente","353215 Nantes","6.00","3.00","57.00","5.00","81.00","24.00","218.00","112.00","136.00","51.00","33.00","19.00","1.00","0.00","9.00","1.00","6.00","0.00","4.00","0.00","2.00","0.00","7.00","0.00","560.00","215.00"
"11","Presidente Prudente","353220 Narandiba","21.00","8.00","163.00","75.00","680.00","354.00","609.00","468.00","132.00","88.00","14.00","7.00","1.00","0.00","2.00","0.00","6.00","1.00","6.00","0.00","12.00","0.00","21.00","2.00","1,667.00","1,003.00"
"17","Taubaté","353230 Natividade da Serra","2.00","0.00","0.00","0.00","6.00","0.00","6.00","0.00","13.00","2.00","3.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","34.00","3.00"
"7","Campinas","353240 Nazaré Paulista","0.00","0.00","3.00","0.00","3.00","0.00","4.00","0.00","4.00","0.00","2.00","1.00","0.00","0.00","2.00","0.00","4.00","0.00","4.00","0.00","6.00","0.00","7.00","1.00","39.00","2.00"
"15","São José do Rio Preto","353250 Neves Paulista","4.00","0.00","8.00","1.00","11.00","2.00","28.00","6.00","26.00","3.00","10.00","1.00","6.00","0.00","6.00","0.00","2.00","0.00","0.00","0.00","5.00","0.00","9.00","0.00","115.00","13.00"
"15","São José do Rio Preto","353260 Nhandeara","7.00","7.00","13.00","11.00","89.00","77.00","51.00","38.00","26.00","15.00","9.00","3.00","4.00","0.00","8.00","0.00","2.00","0.00","0.00","0.00","2.00","0.00","2.00","0.00","213.00","151.00"
"15","São José do Rio Preto","353270 Nipoã","0.00","0.00","2.00","2.00","20.00","11.00","16.00","12.00","2.00","0.00","3.00","0.00","0.00","0.00","1.00","0.00","2.00","2.00","1.00","1.00","1.00","0.00","0.00","0.00","48.00","28.00"
"15","São José do Rio Preto","353280 Nova Aliança","6.00","0.00","14.00","2.00","16.00","8.00","27.00","0.00","12.00","1.00","4.00","1.00","4.00","1.00","5.00","0.00","10.00","0.00","4.00","1.00","7.00","1.00","4.00","1.00","113.00","16.00"
"16","Sorocaba","353282 Nova Campina","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15","São José do Rio Preto","353284 Nova Canaã Paulista","2.00","0.00","1.00","1.00","8.00","6.00","22.00","13.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","2.00","1.00","1.00","36.00","23.00"
"2","Araçatuba","353286 Nova Castilho","0.00","0.00","1.00","0.00","9.00","3.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.00","3.00"
"3","Araraquara","353290 Nova Europa","23.00","10.00","57.00","23.00","277.00","177.00","325.00","238.00","135.00","88.00","9.00","4.00","2.00","1.00","2.00","1.00","7.00","2.00","8.00","0.00","8.00","0.00","2.00","0.00","855.00","544.00"
"15","São José do Rio Preto","353300 Nova Granada","13.00","0.00","20.00","0.00","34.00","4.00","37.00","6.00","32.00","4.00","16.00","2.00","6.00","0.00","9.00","0.00","10.00","1.00","13.00","1.00","23.00","2.00","43.00","4.00","256.00","24.00"
"11","Presidente Prudente","353310 Nova Guataporanga","45.00","34.00","19.00","15.00","23.00","19.00","17.00","17.00","7.00","7.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","113.00","93.00"
"2","Araçatuba","353320 Nova Independência","24.00","11.00","49.00","10.00","97.00","39.00","100.00","30.00","131.00","27.00","35.00","7.00","28.00","5.00","7.00","1.00","7.00","0.00","16.00","4.00","7.00","1.00","4.00","0.00","505.00","135.00"
"15","São José do Rio Preto","353325 Novais","1.00","0.00","7.00","6.00","4.00","1.00","3.00","0.00","0.00","0.00","2.00","0.00","4.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","25.00","8.00"
"2","Araçatuba","353330 Nova Luzitânia","0.00","0.00","1.00","0.00","8.00","0.00","17.00","2.00","0.00","0.00","0.00","0.00","3.00","0.00","1.00","0.00","1.00","0.00","3.00","0.00","4.00","0.00","0.00","0.00","38.00","2.00"
"7","Campinas","353340 Nova Odessa","24.00","6.00","28.00","14.00","123.00","70.00","242.00","146.00","174.00","111.00","71.00","36.00","35.00","18.00","27.00","8.00","34.00","12.00","31.00","6.00","30.00","5.00","32.00","10.00","851.00","442.00"
"15","São José do Rio Preto","353350 Novo Horizonte","5.00","1.00","22.00","11.00","86.00","30.00","63.00","39.00","40.00","24.00","25.00","13.00","9.00","4.00","6.00","2.00","5.00","0.00","8.00","2.00","20.00","3.00","28.00","5.00","317.00","134.00"
"8","Franca","353360 Nuporanga","4.00","0.00","44.00","1.00","100.00","60.00","331.00","258.00","214.00","130.00","53.00","32.00","13.00","9.00","6.00","4.00","1.00","0.00","8.00","0.00","7.00","0.00","6.00","1.00","787.00","495.00"
"9","Marília","353370 Ocauçu","4.00","0.00","92.00","61.00","456.00","283.00","435.00","295.00","225.00","77.00","16.00","3.00","0.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","8.00","1.00","1.00","1.00","1,241.00","721.00"
"9","Marília","353380 Óleo","1.00","0.00","1.00","0.00","1.00","0.00","9.00","2.00","8.00","5.00","2.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","25.00","8.00"
"5","Barretos","353390 Olímpia","105.00","2.00","156.00","9.00","369.00","51.00","463.00","101.00","451.00","103.00","176.00","19.00","99.00","8.00","93.00","4.00","100.00","1.00","84.00","4.00","109.00","27.00","236.00","58.00","2,441.00","387.00"
"15","São José do Rio Preto","353400 Onda Verde","8.00","6.00","18.00","13.00","33.00","27.00","28.00","28.00","14.00","12.00","7.00","7.00","3.00","3.00","3.00","2.00","2.00","1.00","2.00","0.00","4.00","4.00","2.00","0.00","124.00","103.00"
"9","Marília","353410 Oriente","2.00","1.00","21.00","8.00","35.00","11.00","20.00","7.00","22.00","4.00","4.00","2.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","106.00","34.00"
"15","São José do Rio Preto","353420 Orindiúva","15.00","0.00","25.00","2.00","7.00","1.00","5.00","1.00","14.00","2.00","9.00","3.00","7.00","0.00","13.00","0.00","5.00","0.00","9.00","1.00","21.00","0.00","30.00","5.00","160.00","15.00"
"8","Franca","353430 Orlândia","508.00","339.00","721.00","517.00","939.00","599.00","484.00","261.00","256.00","83.00","59.00","23.00","11.00","3.00","1.00","0.00","3.00","0.00","29.00","2.00","25.00","1.00","17.00","1.00","3,053.00","1,829.00"
"1","São Paulo","353440 Osasco","89.00","36.00","226.00","67.00","527.00","223.00","839.00","401.00","458.00","234.00","160.00","74.00","90.00","16.00","88.00","24.00","77.00","20.00","80.00","22.00","80.00","27.00","83.00","28.00","2,797.00","1,172.00"
"9","Marília","353450 Oscar Bressane","2.00","0.00","22.00","16.00","113.00","76.00","92.00","86.00","11.00","11.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","4.00","2.00","5.00","5.00","251.00","197.00"
"9","Marília","353460 Osvaldo Cruz","491.00","410.00","1,167.00","960.00","1,943.00","1,686.00","763.00","665.00","270.00","199.00","31.00","16.00","15.00","6.00","16.00","10.00","26.00","16.00","48.00","27.00","40.00","26.00","26.00","14.00","4,836.00","4,035.00"
"9","Marília","353470 Ourinhos","52.00","10.00","187.00","55.00","710.00","299.00","814.00","665.00","610.00","516.00","207.00","165.00","31.00","25.00","17.00","13.00","22.00","9.00","30.00","2.00","29.00","3.00","31.00","12.00","2,740.00","1,774.00"
"15","São José do Rio Preto","353475 Ouroeste","10.00","3.00","22.00","4.00","66.00","11.00","126.00","36.00","126.00","71.00","11.00","8.00","2.00","1.00","2.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","2.00","1.00","369.00","135.00"
"11","Presidente Prudente","353480 Ouro Verde","132.00","115.00","378.00","305.00","721.00","609.00","342.00","188.00","75.00","24.00","17.00","7.00","1.00","0.00","1.00","0.00","14.00","1.00","10.00","1.00","3.00","1.00","3.00","0.00","1,697.00","1,251.00"
"9","Marília","353490 Pacaembu","253.00","223.00","384.00","339.00","272.00","236.00","119.00","105.00","54.00","53.00","4.00","4.00","19.00","11.00","21.00","6.00","26.00","13.00","26.00","4.00","14.00","5.00","6.00","0.00","1,198.00","999.00"
"15","São José do Rio Preto","353500 Palestina","15.00","1.00","24.00","4.00","36.00","2.00","48.00","8.00","55.00","7.00","28.00","3.00","6.00","0.00","8.00","0.00","12.00","0.00","26.00","3.00","19.00","1.00","17.00","3.00","294.00","32.00"
"15","São José do Rio Preto","353510 Palmares Paulista","16.00","1.00","24.00","4.00","99.00","22.00","118.00","70.00","90.00","61.00","50.00","32.00","25.00","9.00","15.00","3.00","40.00","22.00","59.00","31.00","135.00","95.00","261.00","154.00","932.00","504.00"
"15","São José do Rio Preto","353520 Palmeira d'Oeste","17.00","13.00","10.00","5.00","18.00","4.00","32.00","15.00","20.00","9.00","3.00","2.00","7.00","1.00","11.00","1.00","10.00","2.00","13.00","1.00","17.00","3.00","11.00","3.00","169.00","59.00"
"9","Marília","353530 Palmital","18.00","8.00","58.00","21.00","181.00","109.00","599.00","406.00","545.00","287.00","125.00","61.00","28.00","12.00","18.00","2.00","23.00","3.00","16.00","3.00","16.00","1.00","10.00","1.00","1,637.00","914.00"
"11","Presidente Prudente","353540 Panorama","189.00","169.00","493.00","456.00","1,043.00","881.00","559.00","439.00","160.00","98.00","30.00","14.00","9.00","3.00","10.00","3.00","15.00","5.00","16.00","2.00","10.00","2.00","14.00","0.00","2,548.00","2,072.00"
"9","Marília","353550 Paraguaçu Paulista","60.00","5.00","80.00","14.00","185.00","41.00","268.00","87.00","323.00","100.00","124.00","25.00","45.00","11.00","20.00","3.00","34.00","4.00","60.00","10.00","54.00","5.00","26.00","7.00","1,279.00","312.00"
"17","Taubaté","353560 Paraibuna","13.00","1.00","26.00","0.00","14.00","1.00","12.00","0.00","8.00","0.00","7.00","0.00","3.00","0.00","2.00","0.00","4.00","1.00","3.00","1.00","6.00","0.00","5.00","0.00","103.00","4.00"
"15","São José do Rio Preto","353570 Paraíso","26.00","4.00","34.00","13.00","141.00","62.00","175.00","112.00","112.00","70.00","31.00","11.00","6.00","1.00","3.00","0.00","9.00","0.00","12.00","1.00","11.00","2.00","31.00","9.00","591.00","285.00"
"6","Bauru","353580 Paranapanema","3.00","0.00","6.00","0.00","85.00","1.00","59.00","1.00","24.00","0.00","6.00","1.00","3.00","1.00","1.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","189.00","4.00"
"15","São José do Rio Preto","353590 Paranapuã","5.00","1.00","5.00","2.00","10.00","2.00","14.00","4.00","12.00","8.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","2.00","1.00","52.00","19.00"
"9","Marília","353600 Parapuã","90.00","43.00","294.00","144.00","759.00","337.00","412.00","207.00","228.00","78.00","47.00","9.00","14.00","1.00","14.00","4.00","13.00","1.00","19.00","2.00","12.00","0.00","19.00","2.00","1,921.00","828.00"
"6","Bauru","353610 Pardinho","1.00","0.00","1.00","1.00","3.00","0.00","0.00","0.00","4.00","1.00","0.00","0.00","1.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","12.00","3.00"
"12","Registro","353620 Pariquera-Açu","0.00","0.00","0.00","0.00","3.00","0.00","6.00","4.00","5.00","3.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","20.00","8.00"
"15","São José do Rio Preto","353625 Parisi","6.00","0.00","4.00","0.00","7.00","0.00","3.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","7.00","0.00","4.00","0.00","2.00","0.00","2.00","0.00","39.00","0.00"
"8","Franca","353630 Patrocínio Paulista","19.00","9.00","31.00","4.00","44.00","8.00","76.00","5.00","26.00","4.00","3.00","0.00","0.00","0.00","3.00","0.00","8.00","0.00","2.00","0.00","4.00","1.00","11.00","3.00","227.00","34.00"
"11","Presidente Prudente","353640 Paulicéia","429.00","340.00","434.00","350.00","378.00","325.00","213.00","183.00","123.00","98.00","12.00","9.00","7.00","2.00","3.00","0.00","6.00","5.00","3.00","3.00","2.00","1.00","7.00","6.00","1,617.00","1,322.00"
"7","Campinas","353650 Paulínia","136.00","14.00","190.00","56.00","457.00","221.00","386.00","192.00","267.00","77.00","101.00","25.00","61.00","10.00","51.00","8.00","73.00","18.00","95.00","32.00","87.00","23.00","98.00","41.00","2,002.00","717.00"
"6","Bauru","353657 Paulistânia","1.00","1.00","0.00","0.00","2.00","0.00","2.00","1.00","3.00","3.00","0.00","0.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","11.00","6.00"
"15","São José do Rio Preto","353660 Paulo de Faria","30.00","15.00","68.00","39.00","61.00","44.00","75.00","47.00","55.00","35.00","19.00","7.00","3.00","1.00","6.00","3.00","1.00","1.00","0.00","0.00","4.00","1.00","2.00","1.00","324.00","194.00"
"6","Bauru","353670 Pederneiras","14.00","3.00","19.00","7.00","150.00","75.00","244.00","155.00","251.00","146.00","67.00","38.00","22.00","7.00","26.00","13.00","22.00","10.00","26.00","5.00","113.00","75.00","227.00","189.00","1,181.00","723.00"
"7","Campinas","353680 Pedra Bela","4.00","0.00","8.00","1.00","10.00","0.00","5.00","1.00","5.00","0.00","4.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","38.00","2.00"
"15","São José do Rio Preto","353690 Pedranópolis","4.00","0.00","7.00","0.00","7.00","1.00","9.00","3.00","8.00","3.00","2.00","1.00","4.00","2.00","6.00","1.00","3.00","0.00","2.00","0.00","5.00","0.00","1.00","0.00","58.00","11.00"
"8","Franca","353700 Pedregulho","0.00","0.00","9.00","2.00","46.00","4.00","109.00","3.00","55.00","8.00","15.00","1.00","5.00","1.00","3.00","0.00","4.00","1.00","7.00","0.00","16.00","4.00","46.00","12.00","315.00","36.00"
"7","Campinas","353710 Pedreira","10.00","6.00","17.00","6.00","55.00","5.00","53.00","13.00","36.00","15.00","14.00","3.00","12.00","2.00","6.00","1.00","9.00","3.00","15.00","4.00","4.00","0.00","12.00","1.00","243.00","59.00"
"9","Marília","353715 Pedrinhas Paulista","2.00","0.00","4.00","0.00","61.00","19.00","96.00","51.00","64.00","34.00","12.00","4.00","1.00","0.00","3.00","0.00","9.00","0.00","5.00","0.00","1.00","0.00","5.00","0.00","263.00","108.00"
"12","Registro","353720 Pedro de Toledo","0.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","6.00","0.00"
"2","Araçatuba","353730 Penápolis","12.00","2.00","7.00","1.00","47.00","6.00","30.00","7.00","24.00","9.00","4.00","1.00","0.00","0.00","7.00","1.00","14.00","1.00","13.00","1.00","6.00","2.00","8.00","0.00","172.00","31.00"
"2","Araçatuba","353740 Pereira Barreto","14.00","3.00","13.00","3.00","34.00","6.00","39.00","5.00","16.00","6.00","2.00","0.00","1.00","0.00","7.00","0.00","12.00","2.00","9.00","0.00","6.00","0.00","6.00","0.00","159.00","25.00"
"6","Bauru","353750 Pereiras","1.00","0.00","6.00","2.00","6.00","4.00","10.00","6.00","1.00","0.00","1.00","1.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.00","14.00"
"4","Baixada Santista","353760 Peruíbe","82.00","3.00","128.00","2.00","203.00","8.00","200.00","29.00","147.00","35.00","68.00","7.00","41.00","4.00","36.00","3.00","50.00","0.00","57.00","1.00","54.00","1.00","29.00","1.00","1,095.00","94.00"
"2","Araçatuba","353770 Piacatu","0.00","0.00","6.00","5.00","25.00","21.00","71.00","67.00","44.00","43.00","10.00","10.00","10.00","10.00","3.00","1.00","4.00","4.00","0.00","0.00","6.00","4.00","0.00","0.00","179.00","165.00"
"16","Sorocaba","353780 Piedade","3.00","0.00","3.00","0.00","22.00","1.00","34.00","1.00","29.00","3.00","10.00","1.00","8.00","0.00","7.00","0.00","10.00","0.00","4.00","0.00","12.00","0.00","4.00","0.00","146.00","6.00"
"16","Sorocaba","353790 Pilar do Sul","1.00","0.00","3.00","1.00","4.00","0.00","20.00","10.00","17.00","8.00","6.00","2.00","4.00","1.00","1.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","2.00","0.00","61.00","22.00"
"17","Taubaté","353800 Pindamonhangaba","112.00","16.00","200.00","67.00","713.00","294.00","763.00","438.00","698.00","431.00","241.00","160.00","85.00","34.00","54.00","17.00","85.00","25.00","132.00","68.00","239.00","162.00","805.00","710.00","4,127.00","2,422.00"
