DRS_id,DRS,Município,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados
8,Franca,354490 Sales Oliveira,5,1,7,1,8,4,4,3,4,3,9,7,5,3,1,11,1,41,13,21,3,27,8,145,48
1,São Paulo,354500 Salesópolis,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,9,0
9,Marília,354510 Salmourão,0,0,1,0,6,4,10,5,27,16,18,11,11,6,2,11,1,11,1,25,14,23,17,157,77
10,Piracicaba,354515 Saltinho,10,0,22,4,39,11,84,37,89,27,35,2,24,1,0,18,1,15,0,9,0,7,0,369,83
16,Sorocaba,354520 Salto,66,3,37,9,163,68,396,181,582,223,303,76,169,17,2,63,3,64,0,63,2,63,0,"2,035",584
16,Sorocaba,354530 Salto de Pirapora,8,0,8,0,7,0,11,2,29,1,13,0,9,0,0,8,0,13,0,12,0,5,0,130,3
9,Marília,354540 Salto Grande,4,0,2,0,6,2,32,12,80,37,55,21,34,10,4,4,0,3,0,10,7,29,19,266,112
11,Presidente Prudente,354550 Sandovalina,2,0,1,1,2,1,13,4,29,23,14,7,17,14,10,3,1,2,0,2,0,3,1,101,62
15,São José do Rio Preto,354560 Santa Adélia,7,3,4,0,26,13,167,75,217,100,58,34,27,6,18,17,4,16,0,20,9,39,19,634,281
15,São José do Rio Preto,354570 Santa Albertina,8,7,48,44,252,230,174,160,128,121,20,19,3,3,4,11,3,1,0,4,2,2,0,657,593
7,Campinas,354580 Santa Bárbara d'Oeste,135,36,235,120,"1,180",761,"3,136","2,183","2,799","1,972",710,473,306,190,71,150,50,161,21,182,27,92,19,"9,217","5,923"
17,Taubaté,354600 Santa Branca,4,1,1,0,2,0,5,2,10,1,4,0,1,0,1,6,0,5,0,4,0,1,0,48,5
15,São José do Rio Preto,354610 Santa Clara d'Oeste,17,3,47,28,92,53,76,41,41,27,8,7,3,3,1,1,0,2,0,0,0,1,0,289,163
10,Piracicaba,354620 Santa Cruz da Conceição,0,0,0,0,0,0,3,2,14,5,6,1,1,0,0,2,0,1,0,1,0,1,0,29,8
13,Riberão Preto,354625 Santa Cruz da Esperança,0,0,0,0,2,0,4,2,4,2,4,2,2,2,0,0,0,0,0,0,0,3,2,19,10
14,São João da Boa Vista,354630 Santa Cruz das Palmeiras,3,0,4,0,9,4,61,41,69,49,22,10,15,4,3,6,1,0,0,2,1,7,1,207,114
9,Marília,354640 Santa Cruz do Rio Pardo,11,4,13,4,45,29,754,423,"1,062","1,036",273,269,61,55,10,28,6,19,1,24,2,27,8,"2,355","1,847"
3,Araraquara,354650 Santa Ernestina,1,1,2,1,3,1,35,24,102,68,46,25,10,4,0,3,0,3,0,8,4,12,9,226,137
15,São José do Rio Preto,354660 Santa Fé do Sul,204,145,244,209,403,350,194,161,114,96,23,21,10,5,1,4,4,6,4,4,1,11,3,"1,221","1,000"
10,Piracicaba,354670 Santa Gertrudes,32,1,12,3,94,46,276,120,326,108,99,20,52,7,0,30,0,25,0,28,1,30,1,"1,025",307
1,São Paulo,354680 Santa Isabel,5,0,5,0,7,4,29,9,102,21,40,4,13,0,1,4,0,5,0,1,0,1,0,219,39
3,Araraquara,354690 Santa Lúcia,2,2,12,10,110,88,303,277,244,211,43,39,13,12,4,1,0,2,0,2,0,2,0,741,643
10,Piracicaba,354700 Santa Maria da Serra,0,0,1,1,3,2,6,4,2,1,1,1,1,0,0,2,1,2,0,0,0,0,0,18,10
11,Presidente Prudente,354710 Santa Mercedes,27,17,20,12,188,147,274,269,89,86,18,16,16,1,1,4,0,5,0,12,2,49,4,710,555
15,São José do Rio Preto,354720 Santana da Ponte Pensa,15,3,15,12,77,47,102,58,12,10,1,1,1,0,0,0,0,0,0,0,0,0,0,223,131
1,São Paulo,354730 Santana de Parnaíba,15,1,20,2,33,17,147,41,169,39,31,12,20,3,0,22,3,34,0,24,1,14,1,544,120
15,São José do Rio Preto,354740 Santa Rita d'Oeste,28,10,51,26,96,52,116,44,30,15,14,8,5,2,0,7,0,5,0,3,0,5,0,363,157
13,Riberão Preto,354750 Santa Rita do Passa Quatro,3,2,6,5,91,71,311,260,442,364,52,42,15,8,5,9,3,2,0,7,2,4,1,950,763
13,Riberão Preto,354760 Santa Rosa de Viterbo,5,1,37,14,171,86,233,85,144,59,17,5,23,4,1,4,0,3,2,12,1,20,0,674,258
15,São José do Rio Preto,354765 Santa Salete,38,13,93,51,239,146,147,57,44,10,8,3,18,1,0,2,0,4,0,1,0,1,0,600,281
11,Presidente Prudente,354770 Santo Anastácio,10,2,10,2,28,13,99,46,64,24,30,4,40,15,12,7,4,6,1,26,9,31,14,374,146
1,São Paulo,354780 Santo André,19,1,14,4,43,6,110,25,110,24,55,6,29,5,4,41,2,27,2,36,6,35,4,539,89
13,Riberão Preto,354790 Santo Antônio da Alegria,0,0,1,1,3,0,9,8,22,17,4,4,1,0,0,0,0,1,0,0,0,0,0,41,30
7,Campinas,354800 Santo Antônio de Posse,3,0,1,0,18,4,62,39,190,97,83,32,31,3,0,6,1,9,0,4,1,11,0,422,177
2,Araçatuba,354805 Santo Antônio do Aracanguá,56,41,160,119,233,202,8,4,2,1,1,0,4,1,0,0,0,3,0,2,0,6,0,475,368
14,São João da Boa Vista,354810 Santo Antônio do Jardim,0,0,0,0,1,0,8,2,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,26,2
17,Taubaté,354820 Santo Antônio do Pinhal,1,0,1,0,0,0,0,0,2,0,3,1,1,0,0,1,0,1,0,0,0,0,0,10,1
11,Presidente Prudente,354830 Santo Expedito,1,0,0,0,9,6,106,75,149,122,19,11,3,1,0,0,0,2,0,2,0,18,10,313,225
2,Araçatuba,354840 Santópolis do Aguapeí,77,27,61,30,63,39,36,35,24,23,9,9,9,9,0,0,0,0,0,2,2,0,0,282,174
4,Baixada Santista,354850 Santos,74,17,102,19,139,36,187,31,556,73,254,46,208,30,26,156,25,201,32,186,36,196,12,"2,427",383
17,Taubaté,354860 São Bento do Sapucaí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,São Paulo,354870 São Bernardo do Campo,58,1,31,1,94,16,215,35,224,48,94,3,64,2,0,45,3,57,2,30,0,38,2,982,113
1,São Paulo,354880 São Caetano do Sul,6,0,9,0,24,1,47,6,74,11,22,1,17,0,1,8,1,10,0,10,0,12,0,244,21
3,Araraquara,354890 São Carlos,77,12,118,35,755,429,"2,066",965,"1,685",474,392,88,181,26,17,147,25,139,10,135,10,67,6,"5,897","2,097"
15,São José do Rio Preto,354900 São Francisco,32,9,81,35,200,102,122,73,42,14,11,3,4,1,0,2,0,2,0,1,0,3,0,501,237
14,São João da Boa Vista,354910 São João da Boa Vista,15,4,9,5,13,3,40,16,50,18,24,4,27,12,9,8,1,7,1,11,2,4,3,235,78
15,São José do Rio Preto,354920 São João das Duas Pontes,1,0,0,0,10,4,44,27,29,19,3,1,2,1,0,1,1,0,0,0,0,0,0,90,53
15,São José do Rio Preto,354925 São João de Iracema,135,87,70,48,50,29,25,13,6,1,0,0,3,0,0,0,0,0,0,2,1,1,0,292,179
11,Presidente Prudente,354930 São João do Pau d'Alho,7,1,2,0,29,24,122,81,65,59,16,12,3,3,4,1,1,2,1,1,0,4,4,256,190
8,Franca,354940 São Joaquim da Barra,4,0,1,0,17,3,68,4,66,11,22,2,8,2,0,10,0,14,1,14,0,14,3,248,26
8,Franca,354950 São José da Bela Vista,0,0,0,0,2,1,7,4,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,24,10
17,Taubaté,354960 São José do Barreiro,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
14,São João da Boa Vista,354970 São José do Rio Pardo,1,1,2,2,18,17,132,79,205,99,40,29,41,15,1,20,2,4,0,0,0,6,4,485,249
15,São José do Rio Preto,354980 São José do Rio Preto,"1,861","1,035","2,106","1,356","4,780","3,359","7,151","5,122","5,892","4,166","2,583","1,605","1,491",840,555,883,529,"1,052",627,915,518,993,555,"30,717","20,267"
17,Taubaté,354990 São José dos Campos,523,10,489,40,"1,031",215,"1,990",582,"1,728",405,"1,151",115,685,49,22,801,36,611,25,595,31,472,16,"10,704","1,546"
1,São Paulo,354995 São Lourenço da Serra,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,0
17,Taubaté,355000 São Luís do Paraitinga,0,0,3,0,4,0,1,0,10,1,0,0,1,0,0,1,0,3,0,0,0,2,1,27,2
6,Bauru,355010 São Manuel,0,0,2,0,34,15,85,35,124,46,53,10,16,0,0,17,0,5,0,4,0,2,0,351,106
16,Sorocaba,355020 São Miguel Arcanjo,1,0,0,0,1,0,2,0,4,0,3,0,1,0,0,1,0,0,0,0,0,1,0,15,0
1,São Paulo,355030 São Paulo,"1,401",200,"1,274",263,"3,469","1,308","9,633","4,244","12,538","4,005","4,978",585,"2,646",302,121,"1,241",94,"1,903",172,"1,410",125,"1,802",180,"43,779","11,599"
10,Piracicaba,355040 São Pedro,20,1,12,6,37,24,232,119,179,87,59,16,37,4,4,17,0,17,1,29,0,22,0,681,262
9,Marília,355050 São Pedro do Turvo,3,0,0,0,3,2,53,31,103,61,51,36,5,4,5,2,1,0,0,1,0,1,1,229,141
16,Sorocaba,355060 São Roque,3,0,1,0,11,5,26,13,25,11,14,4,3,0,0,2,0,2,0,6,0,6,0,101,33
17,Taubaté,355070 São Sebastião,288,31,168,31,546,221,698,343,513,244,384,116,246,32,10,155,7,254,30,225,23,198,7,"3,865","1,095"
14,São João da Boa Vista,355080 São Sebastião da Grama,0,0,0,0,1,0,3,1,2,0,2,1,1,0,0,1,0,0,0,0,0,1,0,13,2
13,Riberão Preto,355090 São Simão,9,0,4,0,4,1,43,7,44,9,13,0,3,0,0,10,0,19,1,7,0,18,1,190,19
4,Baixada Santista,355100 São Vicente,42,8,39,19,29,10,49,13,157,38,80,16,86,21,6,43,5,63,8,84,19,81,10,810,173
16,Sorocaba,355110 Sarapuí,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
6,Bauru,355120 Sarutaiá,0,0,0,0,4,3,59,34,29,23,1,1,1,1,0,1,1,1,1,0,0,0,0,96,64
15,São José do Rio Preto,355130 Sebastianópolis do Sul,76,52,84,42,17,2,33,28,1,0,2,0,1,0,0,0,0,2,0,1,0,3,0,221,124
13,Riberão Preto,355140 Serra Azul,1,0,1,0,15,6,121,51,153,57,70,18,21,2,0,4,0,5,0,13,0,0,0,404,134
13,Riberão Preto,355150 Serrana,3,0,10,1,32,7,169,25,84,11,16,3,22,3,4,13,0,12,0,4,0,3,0,401,54
7,Campinas,355160 Serra Negra,1,0,0,0,1,0,21,6,28,9,1,0,1,0,0,0,0,3,0,2,0,2,0,61,15
13,Riberão Preto,355170 Sertãozinho,262,79,469,218,"1,647","1,227","1,304","1,052",788,518,214,93,105,2,2,49,0,52,3,38,1,56,0,"5,065","3,195"
12,Registro,355180 Sete Barras,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
5,Barretos,355190 Severínia,25,4,138,36,607,169,429,87,166,13,32,1,9,1,0,0,0,0,0,5,0,10,0,"1,429",311
17,Taubaté,355200 Silveiras,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7,Campinas,355210 Socorro,5,0,2,1,17,5,60,16,80,18,29,3,9,1,0,8,0,7,0,7,0,2,0,227,44
16,Sorocaba,355220 Sorocaba,682,9,459,13,646,106,"1,269",379,"1,837",374,"1,106",69,693,20,2,538,0,516,1,499,2,515,8,"9,225",983
2,Araçatuba,355230 Sud Mennucci,45,8,40,16,100,16,178,54,193,43,80,10,47,1,0,5,1,6,0,9,2,19,1,747,152
7,Campinas,355240 Sumaré,64,20,53,20,267,170,497,375,613,268,321,74,205,30,11,132,10,132,9,106,4,130,11,"2,655","1,002"
1,São Paulo,355250 Suzano,6,0,12,3,38,18,239,129,346,237,79,38,35,13,2,21,0,33,1,16,1,30,1,873,443
2,Araçatuba,355255 Suzanápolis,135,88,223,171,89,67,15,7,8,4,0,0,0,0,0,0,0,4,0,8,1,11,1,493,339
15,São José do Rio Preto,355260 Tabapuã,19,7,21,12,45,32,114,66,103,60,51,21,14,1,2,4,0,3,0,4,0,4,2,390,203
3,Araraquara,355270 Tabatinga,2,0,2,0,25,1,104,21,146,42,52,9,37,3,3,15,2,2,0,15,6,60,10,475,97
1,São Paulo,355280 Taboão da Serra,7,1,16,2,20,4,75,20,89,16,37,6,20,3,1,9,0,20,1,17,0,14,0,333,54
11,Presidente Prudente,355290 Taciba,5,0,0,0,2,1,72,48,75,51,18,8,15,2,0,1,0,6,0,1,0,1,0,196,110
6,Bauru,355300 Taguaí,4,0,2,0,2,0,6,1,3,0,2,0,2,0,0,2,0,2,0,2,0,1,0,29,1
5,Barretos,355310 Taiaçu,0,0,2,1,8,2,18,0,14,1,8,3,3,0,0,1,0,0,0,0,0,0,0,55,7
5,Barretos,355320 Taiúva,1,0,7,3,18,7,47,18,30,18,7,2,1,1,1,2,0,0,0,2,0,0,0,118,50
14,São João da Boa Vista,355330 Tambaú,5,0,3,2,3,0,15,8,15,10,5,1,6,0,1,2,0,3,0,2,0,1,1,64,23
15,São José do Rio Preto,355340 Tanabi,593,425,503,440,697,507,309,151,124,41,43,7,26,4,4,13,1,23,1,37,9,22,6,"2,412","1,596"
16,Sorocaba,355350 Tapiraí,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
14,São João da Boa Vista,355360 Tapiratiba,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,Barretos,355365 Taquaral,3,2,41,23,168,92,147,91,25,13,4,0,0,0,0,0,0,0,0,0,0,0,0,388,221
3,Araraquara,355370 Taquaritinga,6,0,7,0,16,4,68,25,119,65,148,42,83,13,17,17,4,45,16,224,132,350,226,"1,120",544
6,Bauru,355380 Taquarituba,1,0,1,0,5,0,6,0,5,0,1,0,2,1,0,1,0,2,0,3,0,0,0,27,1
16,Sorocaba,355385 Taquarivaí,0,0,0,0,1,0,7,1,11,1,1,1,1,1,0,0,0,0,0,2,0,2,0,25,4
11,Presidente Prudente,355390 Tarabaí,13,3,1,0,6,0,21,4,44,16,43,19,61,35,18,25,16,12,10,40,24,60,45,369,190
9,Marília,355395 Tarumã,3,0,7,3,105,64,265,12,266,7,70,0,30,0,0,0,0,2,0,4,0,10,4,772,90
16,Sorocaba,355400 Tatuí,138,0,65,0,83,1,62,3,123,0,69,2,76,1,0,80,1,93,0,95,2,93,1,"1,056",11
17,Taubaté,355410 Taubaté,122,2,101,11,438,144,"1,224",480,"1,795",629,990,179,477,60,7,247,4,292,11,260,5,234,4,"6,405","1,536"
6,Bauru,355420 Tejupá,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,Presidente Prudente,355430 Teodoro Sampaio,110,12,104,31,915,609,"1,891","1,579","1,183",981,281,208,99,62,21,50,2,65,4,69,4,110,8,"4,950","3,521"
5,Barretos,355440 Terra Roxa,1,0,1,0,42,26,99,50,47,39,7,3,4,1,0,1,0,4,0,1,0,1,0,208,119
16,Sorocaba,355450 Tietê,8,4,32,13,96,57,150,72,194,89,79,23,26,1,3,11,0,12,2,18,0,11,1,655,265
9,Marília,355460 Timburi,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6,Bauru,355465 Torre de Pedra,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1
6,Bauru,355470 Torrinha,0,0,0,0,1,0,3,0,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,15,1
3,Araraquara,355475 Trabiju,0,0,0,0,16,3,32,5,14,5,1,0,0,0,0,2,0,8,0,4,0,0,0,78,13
17,Taubaté,355480 Tremembé,10,0,10,0,51,21,217,117,267,122,71,5,37,4,1,19,1,22,0,23,2,34,6,783,279
15,São José do Rio Preto,355490 Três Fronteiras,42,22,157,113,117,111,39,37,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,363,288
7,Campinas,355495 Tuiuti,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0
9,Marília,355500 Tupã,37,6,64,28,476,300,"1,618","1,027","1,987","1,213",601,337,254,98,34,48,11,59,16,54,11,57,14,"5,368","3,095"
11,Presidente Prudente,355510 Tupi Paulista,27,17,128,105,531,408,532,412,262,199,45,32,16,12,7,16,6,30,10,51,23,97,70,"1,750","1,301"
2,Araçatuba,355520 Turiúba,11,10,13,10,15,12,12,10,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,56,45
15,São José do Rio Preto,355530 Turmalina,4,4,25,21,57,51,23,23,4,3,1,1,1,1,0,0,0,1,0,0,0,1,0,117,104
15,São José do Rio Preto,355535 Ubarana,14,2,11,4,112,93,219,195,237,213,35,30,9,6,0,1,0,0,0,2,0,3,1,645,544
17,Taubaté,355540 Ubatuba,30,3,10,1,25,2,98,18,308,88,203,20,143,13,4,56,4,57,3,74,6,75,5,"1,133",167
9,Marília,355550 Ubirajara,0,0,0,0,5,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2
15,São José do Rio Preto,355560 Uchoa,24,1,20,0,49,15,178,75,229,123,82,40,30,11,4,12,2,19,4,9,4,15,0,686,279
15,São José do Rio Preto,355570 União Paulista,25,14,13,7,21,10,37,15,19,5,0,0,4,0,1,0,0,0,0,0,0,2,0,122,52
15,São José do Rio Preto,355580 Urânia,80,31,204,151,606,597,517,509,226,224,80,80,58,58,2,11,0,13,1,14,0,18,0,"1,846","1,653"
6,Bauru,355590 Uru,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0
15,São José do Rio Preto,355600 Urupês,4,1,3,0,14,3,44,20,29,21,19,13,9,4,2,8,2,4,3,5,0,2,0,148,69
15,São José do Rio Preto,355610 Valentim Gentil,18,8,29,17,105,44,177,69,168,68,86,22,26,8,5,10,0,7,0,5,0,6,0,651,241
7,Campinas,355620 Valinhos,53,4,46,11,362,226,714,435,699,356,237,44,117,10,4,52,2,75,2,59,1,94,1,"2,589","1,096"
2,Araçatuba,355630 Valparaíso,10,1,51,13,66,34,135,94,84,72,27,18,27,13,10,12,3,6,0,19,1,41,4,495,263
7,Campinas,355635 Vargem,0,0,1,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0
14,São João da Boa Vista,355640 Vargem Grande do Sul,0,0,0,0,3,1,2,1,4,3,4,1,0,0,1,0,0,0,0,2,1,1,1,18,9
1,São Paulo,355645 Vargem Grande Paulista,0,0,4,0,4,0,12,3,17,7,9,3,2,0,0,4,0,3,0,1,0,1,0,57,13
7,Campinas,355650 Várzea Paulista,29,6,23,6,172,116,464,338,362,225,120,42,40,4,2,25,1,29,3,35,7,34,9,"1,369",759
9,Marília,355660 Vera Cruz,2,1,12,9,331,254,617,528,352,289,16,14,9,2,1,4,0,5,0,2,0,0,0,"1,354","1,098"
7,Campinas,355670 Vinhedo,22,0,14,3,90,38,211,81,159,75,72,15,51,0,2,25,0,53,2,29,0,36,1,789,217
5,Barretos,355680 Viradouro,4,0,0,0,7,6,162,87,224,115,65,38,35,19,12,7,6,9,7,16,8,10,6,558,304
5,Barretos,355690 Vista Alegre do Alto,6,2,9,5,32,21,67,59,55,43,8,4,10,6,0,0,0,6,3,1,0,0,0,194,143
15,São José do Rio Preto,355695 Vitória Brasil,24,24,11,11,15,14,26,24,10,8,1,1,0,0,0,2,0,1,0,3,0,1,0,94,82
16,Sorocaba,355700 Votorantim,132,0,75,6,159,65,403,222,594,249,296,61,177,21,15,115,4,108,1,96,2,105,10,"2,375",656
15,São José do Rio Preto,355710 Votuporanga,"1,077",586,"1,620","1,292","3,292","2,830","3,439","3,103","1,927","1,271",888,356,447,143,81,248,90,378,148,320,85,293,67,"14,201","10,052"
15,São José do Rio Preto,355715 Zacarias,5,1,18,15,125,98,25,2,2,0,0,0,1,1,0,0,0,1,1,1,0,2,1,182,119
9,Marília,355720 Chavantes,0,0,1,0,19,11,42,24,100,51,20,13,4,0,0,2,0,2,0,0,0,0,0,192,99
14,São João da Boa Vista,355730 Estiva Gerbi,4,0,5,0,12,2,32,4,23,12,16,0,7,2,2,0,0,4,0,5,0,4,2,116,24
