DRS_id,DRS,Município,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados
7,Campinas,352730 Louveira,7,0,17,0,22,9,92,38,100,45,58,11,32,2,0,18,0,15,0,17,2,15,1,405,108
9,Marília,352740 Lucélia,1,0,1,1,34,15,119,53,116,67,48,30,30,17,7,5,1,10,8,11,3,12,10,399,212
6,Bauru,352750 Lucianópolis,0,0,0,0,7,4,28,26,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46
13,Riberão Preto,352760 Luís Antônio,4,0,22,9,221,179,305,295,130,117,30,27,28,2,1,9,0,7,0,4,1,2,0,767,631
2,Araçatuba,352770 Luiziânia,13,9,111,72,195,188,58,54,9,8,1,0,2,2,0,0,0,1,1,1,0,0,0,391,334
9,Marília,352780 Lupércio,1,0,0,0,3,1,15,8,11,5,3,1,4,2,0,1,0,2,0,7,5,22,17,69,39
9,Marília,352790 Lutécia,4,1,3,0,65,38,175,98,156,99,14,12,3,3,1,1,0,0,0,4,1,2,0,429,253
6,Bauru,352800 Macatuba,0,0,1,0,5,1,19,17,39,32,16,13,1,1,0,2,0,2,0,0,0,1,1,89,65
15,São José do Rio Preto,352810 Macaubal,11,6,11,6,30,14,55,30,55,20,12,2,1,0,0,0,0,4,0,0,0,4,0,185,78
15,São José do Rio Preto,352820 Macedônia,2,1,4,2,9,3,19,13,18,12,4,2,5,3,3,27,14,17,9,6,3,9,8,126,73
15,São José do Rio Preto,352830 Magda,25,5,75,27,66,15,78,36,42,24,5,3,1,1,0,0,0,0,0,0,0,0,0,292,111
16,Sorocaba,352840 Mairinque,7,0,4,0,6,1,21,2,13,2,5,0,4,0,0,2,0,4,0,5,1,5,1,79,7
1,São Paulo,352850 Mairiporã,33,0,14,0,17,0,79,14,90,7,71,5,31,0,3,37,0,29,0,32,0,20,0,486,29
6,Bauru,352860 Manduri,0,0,0,0,2,0,8,1,15,1,5,0,1,0,0,1,0,1,0,1,0,0,0,35,2
11,Presidente Prudente,352870 Marabá Paulista,2,0,0,0,35,16,263,152,185,96,30,9,11,2,0,0,0,2,0,0,0,1,0,535,275
9,Marília,352880 Maracaí,7,2,3,1,5,1,18,4,20,5,4,0,3,0,1,0,0,16,5,2,0,3,0,83,19
15,São José do Rio Preto,352885 Marapoama,3,0,4,0,12,9,20,13,20,14,7,6,9,6,0,0,0,1,0,2,0,3,0,81,48
9,Marília,352890 Mariápolis,3,0,2,0,8,2,71,38,81,58,36,17,22,9,8,2,1,7,1,12,3,12,2,280,139
9,Marília,352900 Marília,126,15,100,22,280,115,817,378,864,308,325,80,227,47,24,146,14,145,17,115,9,157,13,"3,469","1,042"
15,São José do Rio Preto,352910 Marinópolis,1,1,19,18,45,45,72,69,52,50,13,13,2,2,0,0,0,1,0,2,2,1,1,208,201
11,Presidente Prudente,352920 Martinópolis,13,2,34,26,353,334,858,725,465,345,91,45,22,11,1,8,1,9,0,16,0,16,2,"1,891","1,492"
3,Araraquara,352930 Matão,18,3,14,8,223,134,"1,367",918,"1,815","1,466",89,50,11,3,0,8,2,1,0,1,0,7,0,"3,557","2,584"
1,São Paulo,352940 Mauá,14,2,22,0,48,12,86,14,97,21,48,1,24,0,3,29,5,53,2,35,0,29,1,511,61
15,São José do Rio Preto,352950 Mendonça,16,3,34,15,178,115,320,196,167,98,64,22,24,8,1,3,0,9,0,7,3,5,0,839,461
15,São José do Rio Preto,352960 Meridiano,21,4,44,40,24,23,16,11,15,13,9,7,8,7,6,3,3,3,1,3,2,7,4,163,121
15,São José do Rio Preto,352965 Mesópolis,8,7,32,24,20,10,26,12,9,6,0,0,1,0,0,0,0,1,0,0,0,2,0,100,59
8,Franca,352970 Miguelópolis,1,1,0,0,0,0,2,0,2,1,2,0,1,0,1,0,0,0,0,0,0,2,2,11,5
6,Bauru,352980 Mineiros do Tietê,0,0,2,0,3,0,45,24,56,27,27,7,4,2,0,3,2,3,0,2,0,4,0,149,62
12,Registro,352990 Miracatu,2,0,5,0,8,0,3,0,0,0,13,1,6,2,10,2,0,8,1,5,0,2,0,64,14
15,São José do Rio Preto,353000 Mira Estrela,5,0,8,2,6,3,53,31,111,60,30,25,16,12,6,3,1,0,0,2,0,0,0,241,140
2,Araçatuba,353010 Mirandópolis,22,14,34,24,79,49,176,125,174,155,75,62,73,58,41,19,16,20,16,26,20,22,22,769,602
11,Presidente Prudente,353020 Mirante do Paranapanema,5,0,5,0,12,3,44,7,60,13,36,7,40,7,2,27,8,37,17,73,62,56,32,416,158
15,São José do Rio Preto,353030 Mirassol,90,26,108,59,508,362,764,514,439,280,189,66,84,30,4,43,2,64,12,47,4,54,3,"2,447","1,362"
15,São José do Rio Preto,353040 Mirassolândia,5,0,7,3,10,1,14,5,5,2,1,0,4,1,0,5,0,3,0,0,0,0,0,57,12
14,São João da Boa Vista,353050 Mococa,2,1,1,1,8,3,20,6,30,4,21,3,24,5,0,13,0,3,1,7,0,5,0,143,24
1,São Paulo,353060 Moji das Cruzes,15,0,9,1,25,2,86,15,118,36,67,2,50,1,0,26,0,24,0,16,0,19,0,476,57
14,São João da Boa Vista,353070 Moji-Guaçu,202,23,236,66,621,343,"1,142",894,753,586,373,166,75,52,16,32,3,68,0,33,4,152,4,"3,709","2,157"
14,São João da Boa Vista,353080 Moji-Mirim,96,4,53,7,101,16,237,37,452,48,262,16,176,10,3,87,4,87,0,80,3,75,0,"1,807",148
10,Piracicaba,353090 Mombuca,0,0,0,0,0,0,3,1,5,1,2,0,2,0,0,1,0,0,0,2,0,1,0,18,2
15,São José do Rio Preto,353100 Monções,15,12,66,56,118,112,66,62,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,272,249
4,Baixada Santista,353110 Mongaguá,2,0,1,0,0,0,6,2,8,3,7,0,9,4,3,2,0,9,2,4,1,1,0,54,15
7,Campinas,353120 Monte Alegre do Sul,0,0,1,0,2,0,6,1,7,1,8,0,0,0,0,1,0,0,0,3,0,2,0,32,2
13,Riberão Preto,353130 Monte Alto,4,3,18,13,150,140,708,689,572,551,112,109,22,11,10,1,0,3,0,10,2,0,0,"1,613","1,528"
15,São José do Rio Preto,353140 Monte Aprazível,28,7,84,36,469,210,488,211,291,176,34,10,14,5,0,5,0,16,3,9,0,12,4,"1,459",662
5,Barretos,353150 Monte Azul Paulista,3,2,12,10,74,59,206,47,112,8,18,1,1,0,0,1,1,0,0,0,0,0,0,428,128
11,Presidente Prudente,353160 Monte Castelo,45,22,121,63,181,135,70,61,21,20,20,20,9,9,13,7,6,14,14,58,44,68,53,628,460
17,Taubaté,353170 Monteiro Lobato,1,0,0,0,0,0,4,0,3,0,1,1,3,1,0,0,0,2,0,0,0,0,0,15,2
7,Campinas,353180 Monte Mor,5,1,3,1,17,5,48,26,56,27,26,4,30,2,2,18,1,6,0,11,0,6,0,246,69
8,Franca,353190 Morro Agudo,20,5,18,6,278,145,485,257,399,382,124,118,46,12,3,17,0,22,3,30,5,21,0,"1,479",936
7,Campinas,353200 Morungaba,0,0,3,1,3,1,3,0,4,0,3,0,1,0,0,5,0,3,0,6,0,5,0,36,2
3,Araraquara,353205 Motuca,1,1,11,11,192,132,171,150,54,51,8,6,1,0,0,0,0,0,0,0,0,0,0,438,351
2,Araçatuba,353210 Murutinga do Sul,5,1,7,4,69,60,125,117,46,46,9,7,5,4,3,0,0,0,0,3,1,3,1,276,244
11,Presidente Prudente,353215 Nantes,1,0,1,0,0,0,8,4,8,2,3,1,1,0,0,1,0,1,0,3,0,10,0,38,7
11,Presidente Prudente,353220 Narandiba,5,2,2,0,17,2,71,35,126,29,40,4,26,4,0,8,1,8,0,7,0,4,1,325,78
17,Taubaté,353230 Natividade da Serra,0,0,0,0,2,0,3,0,6,0,4,0,2,0,0,1,0,3,0,2,0,2,0,27,0
7,Campinas,353240 Nazaré Paulista,0,0,1,1,0,0,4,2,8,2,2,0,2,0,0,1,0,3,0,3,1,0,0,25,6
15,São José do Rio Preto,353250 Neves Paulista,13,5,8,1,77,63,280,277,75,68,20,18,8,3,1,1,0,5,0,4,0,1,1,496,437
15,São José do Rio Preto,353260 Nhandeara,29,23,206,195,279,276,92,88,30,28,7,7,1,1,1,0,0,3,1,4,1,2,1,655,622
15,São José do Rio Preto,353270 Nipoã,12,5,10,6,96,77,138,107,79,70,7,7,3,1,1,1,1,1,0,0,0,2,1,350,276
15,São José do Rio Preto,353280 Nova Aliança,33,29,48,26,246,219,350,152,279,142,69,66,27,24,6,3,0,2,0,1,0,3,0,"1,071",664
16,Sorocaba,353282 Nova Campina,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0
15,São José do Rio Preto,353284 Nova Canaã Paulista,5,2,24,17,1,1,23,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42
2,Araçatuba,353286 Nova Castilho,84,64,63,12,48,17,27,14,11,2,8,0,4,0,0,0,0,0,0,0,0,0,0,245,109
3,Araraquara,353290 Nova Europa,17,2,3,1,113,53,308,140,461,240,139,74,40,20,4,8,1,11,1,20,3,14,4,"1,149",543
15,São José do Rio Preto,353300 Nova Granada,163,96,466,336,632,419,291,178,106,60,16,4,12,5,1,7,0,12,2,9,0,6,1,"1,726","1,102"
11,Presidente Prudente,353310 Nova Guataporanga,62,35,16,10,2,1,8,7,2,1,10,3,6,6,3,3,3,5,3,4,2,16,14,141,88
2,Araçatuba,353320 Nova Independência,13,3,73,53,322,239,328,255,112,81,15,9,10,4,0,1,0,5,0,2,1,8,3,893,648
15,São José do Rio Preto,353325 Novais,2,0,1,0,26,14,61,31,21,8,1,0,2,0,0,0,0,2,0,1,0,1,0,118,53
2,Araçatuba,353330 Nova Luzitânia,63,48,105,92,76,73,13,10,74,73,5,5,4,4,0,1,0,0,0,0,0,0,0,341,305
7,Campinas,353340 Nova Odessa,15,0,17,2,128,54,210,100,251,136,48,27,34,14,10,19,6,30,6,9,1,17,0,802,356
15,São José do Rio Preto,353350 Novo Horizonte,45,32,176,134,667,512,935,858,525,513,112,80,25,18,12,2,0,1,0,6,2,11,3,"2,521","2,164"
8,Franca,353360 Nuporanga,3,1,8,4,7,0,26,0,60,4,19,0,8,0,0,10,1,6,0,5,0,7,0,162,10
9,Marília,353370 Ocauçu,1,0,2,0,0,0,8,5,7,1,4,0,4,1,0,4,0,1,0,0,0,0,0,33,7
9,Marília,353380 Óleo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Barretos,353390 Olímpia,115,23,238,135,923,632,972,700,321,116,236,31,163,14,10,83,2,59,1,91,0,64,1,"3,375","1,665"
15,São José do Rio Preto,353400 Onda Verde,46,3,42,5,156,66,114,105,70,60,20,16,12,10,2,2,2,3,1,9,9,4,4,481,283
9,Marília,353410 Oriente,3,0,41,36,106,86,61,49,33,26,3,2,4,4,1,0,0,2,0,0,0,0,0,254,204
15,São José do Rio Preto,353420 Orindiúva,30,7,91,52,639,412,412,265,139,105,28,13,9,6,4,14,0,1,1,11,1,1,0,"1,392",866
8,Franca,353430 Orlândia,1,0,4,3,44,37,116,109,140,131,57,54,42,38,24,32,23,23,19,46,41,173,106,706,585
1,São Paulo,353440 Osasco,38,3,31,8,89,45,264,138,285,113,125,37,54,15,18,27,14,39,16,24,13,26,11,"1,038",431
9,Marília,353450 Oscar Bressane,1,0,5,3,32,26,132,95,55,43,14,9,2,1,0,2,0,0,0,1,0,1,1,246,178
9,Marília,353460 Osvaldo Cruz,3,1,11,2,30,17,154,115,395,296,173,112,153,103,54,48,23,53,31,91,55,120,85,"1,316",894
9,Marília,353470 Ourinhos,32,4,46,16,315,204,818,545,"1,004",632,331,136,150,43,13,62,6,41,3,23,3,43,6,"2,955","1,611"
15,São José do Rio Preto,353475 Ouroeste,3,1,4,2,25,4,64,22,143,11,36,2,13,0,0,9,2,8,0,1,0,3,0,329,44
11,Presidente Prudente,353480 Ouro Verde,8,1,13,4,55,26,218,112,433,244,142,52,62,32,17,11,3,15,1,8,3,26,15,"1,035",510
9,Marília,353490 Pacaembu,7,3,6,4,27,21,162,139,197,152,69,42,29,14,2,6,5,14,9,17,10,73,31,611,432
15,São José do Rio Preto,353500 Palestina,470,325,359,267,279,204,180,121,97,53,13,2,17,6,2,17,4,16,0,11,1,21,1,"1,486",986
15,São José do Rio Preto,353510 Palmares Paulista,18,3,15,9,59,40,141,85,135,93,67,29,24,11,1,4,0,11,0,15,0,8,0,512,271
15,São José do Rio Preto,353520 Palmeira d'Oeste,25,14,99,83,259,234,396,372,204,189,19,19,7,4,3,4,2,1,1,2,0,13,9,"1,033",930
9,Marília,353530 Palmital,7,0,9,0,15,2,24,6,34,10,10,5,10,2,0,7,3,2,0,4,0,5,0,137,28
11,Presidente Prudente,353540 Panorama,5,0,3,2,21,11,49,24,62,31,30,24,33,18,15,6,0,2,1,9,8,28,28,274,162
9,Marília,353550 Paraguaçu Paulista,314,202,426,367,750,706,554,518,368,356,99,90,68,54,15,30,5,57,4,61,8,64,3,"2,823","2,328"
17,Taubaté,353560 Paraibuna,2,0,1,0,3,0,13,7,27,4,7,0,4,0,0,4,0,4,0,8,0,4,0,79,11
15,São José do Rio Preto,353570 Paraíso,4,1,1,0,21,6,53,16,72,32,48,15,26,9,2,1,1,6,0,18,0,18,3,280,85
6,Bauru,353580 Paranapanema,0,0,0,0,1,0,1,0,8,0,1,1,1,0,0,0,0,0,0,0,0,4,1,17,2
15,São José do Rio Preto,353590 Paranapuã,42,32,98,70,290,186,134,106,45,35,7,4,4,3,0,1,0,6,0,2,0,0,0,631,436
9,Marília,353600 Parapuã,6,1,1,0,16,8,33,22,65,35,69,36,32,23,3,5,0,4,3,13,3,30,13,284,147
6,Bauru,353610 Pardinho,0,0,0,0,5,2,4,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,3
12,Registro,353620 Pariquera-Açu,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,5,3
15,São José do Rio Preto,353625 Parisi,64,39,23,19,29,8,31,12,9,1,6,1,5,0,0,4,0,4,0,1,0,1,0,179,80
8,Franca,353630 Patrocínio Paulista,0,0,29,26,408,160,955,48,456,17,76,0,11,0,0,0,0,0,0,0,0,1,0,"1,939",251
11,Presidente Prudente,353640 Paulicéia,24,18,12,6,72,54,152,127,144,130,80,70,44,39,37,24,20,12,9,68,60,150,100,822,670
7,Campinas,353650 Paulínia,81,26,275,181,"1,446","1,132","2,726","2,317","1,500","1,247",280,198,182,113,19,86,17,89,8,62,7,92,6,"6,885","5,271"
6,Bauru,353657 Paulistânia,0,0,1,1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18
15,São José do Rio Preto,353660 Paulo de Faria,32,10,45,20,136,72,228,141,84,56,37,13,12,4,1,3,0,2,0,2,1,11,4,598,322
6,Bauru,353670 Pederneiras,11,0,4,0,9,1,23,8,55,22,15,2,15,6,2,10,1,6,0,9,3,9,4,178,49
7,Campinas,353680 Pedra Bela,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
15,São José do Rio Preto,353690 Pedranópolis,23,8,41,26,55,28,14,8,10,3,7,0,2,0,0,7,1,4,0,6,0,1,0,176,74
8,Franca,353700 Pedregulho,4,3,6,4,49,33,48,32,73,54,10,9,2,1,0,0,0,0,0,0,0,1,0,193,136
7,Campinas,353710 Pedreira,13,3,3,2,47,31,177,123,197,104,78,29,34,10,4,8,1,8,1,4,1,2,0,581,309
9,Marília,353715 Pedrinhas Paulista,3,0,1,0,2,2,21,2,9,0,1,0,0,0,0,1,0,0,0,2,0,1,0,41,4
12,Registro,353720 Pedro de Toledo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2,Araçatuba,353730 Penápolis,56,41,241,212,"1,203","1,126","1,155","1,099",674,635,84,78,32,16,3,6,2,4,0,7,1,4,2,"3,473","3,215"
2,Araçatuba,353740 Pereira Barreto,40,2,41,25,71,61,71,60,54,48,28,23,11,1,1,2,0,8,0,10,1,13,1,353,223
6,Bauru,353750 Pereiras,0,0,0,0,1,1,10,8,15,14,1,0,1,0,0,0,0,0,0,0,0,0,0,28,23
4,Baixada Santista,353760 Peruíbe,43,0,44,0,58,2,84,8,171,17,28,5,18,1,0,45,1,85,1,76,1,71,2,756,38
2,Araçatuba,353770 Piacatu,0,0,8,2,86,83,307,304,312,310,59,59,14,7,3,1,1,1,0,1,0,3,0,795,769
16,Sorocaba,353780 Piedade,2,0,3,0,8,5,10,0,14,1,5,0,12,0,0,3,0,5,0,1,0,5,0,70,6
16,Sorocaba,353790 Pilar do Sul,1,0,1,0,2,0,3,0,2,0,2,0,2,0,0,4,0,0,0,2,0,2,0,25,0
17,Taubaté,353800 Pindamonhangaba,130,8,107,24,278,100,339,88,453,91,257,33,155,8,1,95,3,179,6,156,6,145,6,"2,388",374
15,São José do Rio Preto,353810 Pindorama,9,2,15,8,143,102,256,196,149,101,43,19,11,3,2,5,1,13,2,11,2,25,2,696,440
7,Campinas,353820 Pinhalzinho,1,0,0,0,4,3,6,5,22,9,5,1,2,0,0,2,1,0,0,0,0,2,0,45,19
11,Presidente Prudente,353830 Piquerobi,0,0,2,0,7,1,37,18,75,31,15,2,7,3,0,1,0,5,2,5,3,1,1,157,61
17,Taubaté,353850 Piquete,4,0,0,0,2,0,24,0,33,6,5,0,2,0,0,1,0,10,0,5,0,1,0,88,6
7,Campinas,353860 Piracaia,2,0,0,0,1,0,10,1,18,7,4,2,7,3,6,6,4,1,0,0,0,2,1,63,24
10,Piracicaba,353870 Piracicaba,615,10,356,39,712,247,"1,462",561,"1,811",433,907,95,471,19,19,536,12,563,4,391,2,204,2,"8,544","1,443"
6,Bauru,353880 Piraju,2,0,1,0,1,0,19,6,42,8,8,2,4,0,0,5,1,2,0,3,0,1,0,92,17
6,Bauru,353890 Pirajuí,7,0,7,1,34,19,43,17,66,14,23,5,16,0,1,5,0,5,0,14,5,32,17,254,79
15,São José do Rio Preto,353900 Pirangi,17,2,12,2,31,13,74,37,83,67,40,36,26,21,11,15,14,11,10,8,7,5,3,336,223
1,São Paulo,353910 Pirapora do Bom Jesus,0,0,0,0,0,0,6,0,4,0,6,0,3,1,0,0,0,4,0,0,0,1,0,25,1
11,Presidente Prudente,353920 Pirapozinho,21,2,13,0,79,40,267,140,331,170,121,55,63,17,12,32,3,36,9,60,7,56,11,"1,137",466
10,Piracicaba,353930 Pirassununga,3,0,3,1,13,4,25,16,64,27,22,8,20,7,1,14,2,13,0,9,1,31,4,232,71
6,Bauru,353940 Piratininga,4,0,2,0,20,8,56,20,63,32,15,3,12,6,1,6,0,1,0,4,1,3,0,200,71
13,Riberão Preto,353950 Pitangueiras,5,0,12,9,88,73,371,272,455,333,70,40,20,9,0,0,0,2,0,4,0,44,0,"1,074",736
15,São José do Rio Preto,353960 Planalto,15,4,49,37,148,101,305,186,131,90,20,12,7,0,0,9,2,7,1,12,3,14,6,723,442
9,Marília,353970 Platina,0,0,0,0,2,0,37,10,59,3,16,4,5,0,0,3,0,0,0,0,0,1,1,127,18
1,São Paulo,353980 Poá,7,0,6,1,12,5,40,14,55,19,26,1,13,3,2,12,0,12,0,9,0,8,0,210,45
15,São José do Rio Preto,353990 Poloni,13,5,29,16,187,137,182,145,88,73,15,10,3,0,0,0,0,1,0,1,1,2,0,521,387
9,Marília,354000 Pompéia,4,3,8,7,26,22,56,51,45,41,3,2,14,13,0,2,0,0,0,1,0,4,4,163,143
6,Bauru,354010 Pongaí,0,0,2,1,4,4,2,1,13,4,2,2,0,0,0,0,0,0,0,0,0,0,0,23,12
13,Riberão Preto,354020 Pontal,8,1,4,1,116,44,336,136,210,82,80,18,31,9,0,9,0,7,0,29,3,43,5,889,299
15,São José do Rio Preto,354025 Pontalinda,10,1,21,13,53,29,116,94,112,82,25,5,28,3,0,0,0,1,0,0,0,1,1,374,228
15,São José do Rio Preto,354030 Pontes Gestal,53,16,68,20,66,18,54,12,38,8,14,1,18,1,0,0,0,13,2,9,1,1,0,340,79
15,São José do Rio Preto,354040 Populina,5,5,55,50,112,106,29,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,181
6,Bauru,354050 Porangaba,0,0,0,0,0,0,5,1,10,2,1,0,1,0,0,4,0,1,0,1,0,0,0,23,3
16,Sorocaba,354060 Porto Feliz,104,44,69,27,157,72,819,517,"1,024",641,336,124,135,29,2,40,0,27,1,54,5,53,14,"2,862","1,476"
3,Araraquara,354070 Porto Ferreira,11,0,13,4,31,10,96,11,175,25,70,18,48,5,10,56,0,30,1,34,1,27,1,643,86
17,Taubaté,354075 Potim,16,0,5,0,7,0,17,2,33,10,13,4,8,0,0,9,2,22,6,25,7,32,11,192,42
15,São José do Rio Preto,354080 Potirendaba,30,11,24,9,50,32,94,91,126,111,43,37,27,18,10,13,5,15,3,12,3,11,4,463,334
9,Marília,354085 Pracinha,0,0,0,0,0,0,7,6,9,9,2,2,0,0,0,1,0,0,0,1,0,0,0,20,17
13,Riberão Preto,354090 Pradópolis,1,0,1,0,17,5,52,26,78,49,17,9,13,4,1,10,1,9,0,4,2,6,3,215,100
4,Baixada Santista,354100 Praia Grande,22,1,12,2,20,2,36,4,77,12,37,4,26,1,2,29,0,28,0,28,2,26,0,364,30
6,Bauru,354105 Pratânia,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,6,0
6,Bauru,354110 Presidente Alves,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2
11,Presidente Prudente,354120 Presidente Bernardes,4,2,6,3,18,11,73,41,77,47,55,30,26,12,0,13,6,10,1,30,13,23,13,337,179
11,Presidente Prudente,354130 Presidente Epitácio,9,0,7,4,26,15,132,77,234,89,93,32,53,12,18,35,18,43,23,48,29,82,51,801,368
11,Presidente Prudente,354140 Presidente Prudente,461,42,299,43,909,544,"3,497","2,264","4,243","2,713","2,527","1,233","1,379",314,68,481,20,764,28,908,81,"1,279",167,"17,513","7,517"
11,Presidente Prudente,354150 Presidente Venceslau,3,1,45,37,306,266,409,386,173,155,23,14,31,16,3,9,2,16,5,10,3,12,7,"1,050",895
6,Bauru,354160 Promissão,5,0,8,1,87,32,204,65,196,54,91,6,66,2,4,14,0,13,1,14,1,19,3,753,169
16,Sorocaba,354165 Quadra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
11,Presidente Prudente,354170 Quatá,19,0,12,9,112,87,401,320,213,159,46,27,30,8,2,4,0,1,0,3,2,2,0,858,614
9,Marília,354180 Queiroz,1,1,4,1,127,96,339,304,152,121,49,26,36,13,3,0,0,6,1,0,0,0,0,720,566
17,Taubaté,354190 Queluz,1,0,6,0,76,13,137,24,90,23,22,2,7,0,0,0,0,1,0,0,0,2,1,342,63
9,Marília,354200 Quintana,49,33,48,32,161,108,204,163,142,118,40,34,20,8,5,7,0,6,0,2,0,1,0,699,501
10,Piracicaba,354210 Rafard,6,0,0,0,13,10,31,18,27,16,7,0,4,0,0,0,0,1,0,1,0,0,0,91,44
11,Presidente Prudente,354220 Rancharia,15,3,7,3,18,6,120,62,223,91,111,46,55,19,7,22,6,34,6,36,5,24,6,690,260
17,Taubaté,354230 Redenção da Serra,0,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,1,0,2,0,2,0,16,0
11,Presidente Prudente,354240 Regente Feijó,24,5,48,16,400,272,"1,052",590,803,99,209,10,74,21,4,22,1,29,4,52,10,37,7,"2,777","1,039"
6,Bauru,354250 Reginópolis,3,0,10,5,17,11,62,30,58,31,10,3,4,1,4,6,0,4,0,2,0,2,1,190,86
12,Registro,354260 Registro,1,0,0,0,2,0,1,1,2,1,2,1,1,0,0,0,0,1,1,0,0,2,2,13,6
8,Franca,354270 Restinga,1,0,0,0,12,10,41,33,47,31,1,1,0,0,0,0,0,0,0,0,0,0,0,102,75
16,Sorocaba,354280 Ribeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4
3,Araraquara,354290 Ribeirão Bonito,7,3,12,8,71,43,242,166,366,246,136,65,43,9,3,10,4,6,0,2,0,0,0,904,547
16,Sorocaba,354300 Ribeirão Branco,0,0,1,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0
8,Franca,354310 Ribeirão Corrente,0,0,3,0,16,0,44,2,35,4,8,0,0,0,0,1,0,0,0,0,0,1,0,110,6
9,Marília,354320 Ribeirão do Sul,0,0,0,0,2,0,19,5,29,4,7,1,2,0,0,1,1,0,0,0,0,0,0,61,11
11,Presidente Prudente,354323 Ribeirão dos Índios,0,0,0,0,2,0,3,1,19,6,9,7,8,6,2,1,1,1,0,0,0,1,0,49,23
16,Sorocaba,354325 Ribeirão Grande,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1,São Paulo,354330 Ribeirão Pires,6,0,2,0,6,0,24,2,44,2,25,0,14,0,0,12,0,29,0,23,0,15,0,210,4
13,Riberão Preto,354340 Ribeirão Preto,608,53,635,190,"2,127","1,016","4,357","2,484","4,180","2,205","1,942",853,"1,232",233,114,716,87,615,66,707,65,811,78,"18,757","7,444"
16,Sorocaba,354350 Riversul,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,0
8,Franca,354360 Rifaina,9,0,2,0,3,2,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,7
3,Araraquara,354370 Rincão,4,0,12,4,253,141,378,245,96,47,20,11,4,2,2,5,2,16,2,20,0,17,4,842,460
9,Marília,354380 Rinópolis,8,3,33,21,221,155,449,349,216,175,29,24,5,0,3,0,0,0,0,12,0,15,1,"1,011",731
10,Piracicaba,354390 Rio Claro,177,9,123,15,177,55,478,140,346,92,144,19,140,5,2,152,1,116,8,120,1,132,2,"2,227",349
10,Piracicaba,354400 Rio das Pedras,6,0,4,1,9,1,5,1,51,4,23,0,8,0,0,4,1,6,0,0,0,2,0,125,8
1,São Paulo,354410 Rio Grande da Serra,0,0,3,0,1,0,10,1,7,0,9,0,4,0,0,1,0,6,0,6,0,3,0,53,1
15,São José do Rio Preto,354420 Riolândia,46,9,93,49,343,198,261,125,103,42,18,4,9,3,0,6,0,3,0,3,0,6,1,896,431
11,Presidente Prudente,354425 Rosana,21,3,9,1,33,8,228,112,520,248,285,106,215,75,43,87,13,103,9,135,31,100,20,"1,860",669
17,Taubaté,354430 Roseira,2,0,1,0,1,0,19,2,31,16,2,2,2,1,0,2,0,1,0,1,0,3,2,65,23
2,Araçatuba,354440 Rubiácea,0,0,0,0,12,10,24,23,26,25,6,5,10,10,1,3,3,9,5,22,17,13,13,126,112
15,São José do Rio Preto,354450 Rubinéia,24,22,10,5,41,33,22,15,4,2,1,1,1,0,0,0,0,0,0,2,0,1,0,106,78
6,Bauru,354460 Sabino,0,0,0,0,1,0,2,1,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,11,7
9,Marília,354470 Sagres,1,0,1,0,0,0,12,2,12,1,6,4,18,6,3,0,0,1,1,4,3,11,3,69,23
15,São José do Rio Preto,354480 Sales,18,0,4,0,12,3,15,4,32,9,10,3,5,1,0,2,0,4,0,6,0,2,0,111,20
