DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Notificados,Agosto Confirmados,Setembro Notificados,Setembro Confirmados,Outubro Notificados,Outubro Confirmados,Novembro Notificados,Novembro Confirmados,Dezembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
5.0,Barretos,0.00,0,6,0,16,1,7,2,31,17,15,8,8,4,5,4,21,11,101,57,199,140,293,238,702,482,353150,Monte Azul Paulista
11.0,Presidente Prudente,137.00,105,80,57,66,44,18,10,6,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,310,225,353160,Monte Castelo
17.0,Taubaté,0.00,0,1,1,4,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,353170,Monteiro Lobato
7.0,Campinas,14.00,2,17,4,84,42,151,90,94,56,37,18,13,1,24,1,16,1,10,0,10,2,7,0,477,217,353180,Monte Mor
8.0,Franca,59.00,6,92,18,203,51,89,73,111,80,30,18,16,2,41,2,37,2,83,7,70,5,45,5,876,269,353190,Morro Agudo
7.0,Campinas,8.00,1,8,0,15,4,49,17,39,12,16,4,3,0,7,0,13,0,9,2,11,0,2,1,180,41,353200,Morungaba
3.0,Araraquara,1.00,0,4,0,7,0,7,0,4,2,0,0,1,1,1,1,1,0,2,0,3,0,0,0,31,4,353205,Motuca
2.0,Araçatuba,11.00,10,19,17,36,21,27,27,13,13,3,3,1,0,0,0,0,0,2,0,1,0,0,0,113,91,353210,Murutinga do Sul
11.0,Presidente Prudente,6.00,3,57,5,81,24,218,112,136,51,33,19,1,0,9,1,6,0,4,0,2,0,7,0,560,215,353215,Nantes
11.0,Presidente Prudente,21.00,8,163,75,680,354,609,468,132,88,14,7,1,0,2,0,6,1,6,0,12,0,21,2,1667,1003,353220,Narandiba
17.0,Taubaté,2.00,0,0,0,6,0,6,0,13,2,3,1,0,0,0,0,0,0,2,0,2,0,0,0,34,3,353230,Natividade da Serra
7.0,Campinas,0.00,0,3,0,3,0,4,0,4,0,2,1,0,0,2,0,4,0,4,0,6,0,7,1,39,2,353240,Nazaré Paulista
15.0,São José do Rio Preto,4.00,0,8,1,11,2,28,6,26,3,10,1,6,0,6,0,2,0,0,0,5,0,9,0,115,13,353250,Neves Paulista
15.0,São José do Rio Preto,7.00,7,13,11,89,77,51,38,26,15,9,3,4,0,8,0,2,0,0,0,2,0,2,0,213,151,353260,Nhandeara
15.0,São José do Rio Preto,0.00,0,2,2,20,11,16,12,2,0,3,0,0,0,1,0,2,2,1,1,1,0,0,0,48,28,353270,Nipoã
15.0,São José do Rio Preto,6.00,0,14,2,16,8,27,0,12,1,4,1,4,1,5,0,10,0,4,1,7,1,4,1,113,16,353280,Nova Aliança
16.0,Sorocaba,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353282,Nova Campina
15.0,São José do Rio Preto,2.00,0,1,1,8,6,22,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,36,23,353284,Nova Canaã Paulista
2.0,Araçatuba,0.00,0,1,0,9,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,353286,Nova Castilho
3.0,Araraquara,23.00,10,57,23,277,177,325,238,135,88,9,4,2,1,2,1,7,2,8,0,8,0,2,0,855,544,353290,Nova Europa
15.0,São José do Rio Preto,13.00,0,20,0,34,4,37,6,32,4,16,2,6,0,9,0,10,1,13,1,23,2,43,4,256,24,353300,Nova Granada
11.0,Presidente Prudente,45.00,34,19,15,23,19,17,17,7,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,113,93,353310,Nova Guataporanga
2.0,Araçatuba,24.00,11,49,10,97,39,100,30,131,27,35,7,28,5,7,1,7,0,16,4,7,1,4,0,505,135,353320,Nova Independência
15.0,São José do Rio Preto,1.00,0,7,6,4,1,3,0,0,0,2,0,4,1,1,0,0,0,0,0,1,0,2,0,25,8,353325,Novais
2.0,Araçatuba,0.00,0,1,0,8,0,17,2,0,0,0,0,3,0,1,0,1,0,3,0,4,0,0,0,38,2,353330,Nova Luzitânia
7.0,Campinas,24.00,6,28,14,123,70,242,146,174,111,71,36,35,18,27,8,34,12,31,6,30,5,32,10,851,442,353340,Nova Odessa
15.0,São José do Rio Preto,5.00,1,22,11,86,30,63,39,40,24,25,13,9,4,6,2,5,0,8,2,20,3,28,5,317,134,353350,Novo Horizonte
8.0,Franca,4.00,0,44,1,100,60,331,258,214,130,53,32,13,9,6,4,1,0,8,0,7,0,6,1,787,495,353360,Nuporanga
9.0,Marília,4.00,0,92,61,456,283,435,295,225,77,16,3,0,0,0,0,1,0,3,0,8,1,1,1,1241,721,353370,Ocauçu
9.0,Marília,1.00,0,1,0,1,0,9,2,8,5,2,1,1,0,0,0,0,0,0,0,2,0,0,0,25,8,353380,Óleo
5.0,Barretos,105.00,2,156,9,369,51,463,101,451,103,176,19,99,8,93,4,100,1,84,4,109,27,236,58,2441,387,353390,Olímpia
15.0,São José do Rio Preto,8.00,6,18,13,33,27,28,28,14,12,7,7,3,3,3,2,2,1,2,0,4,4,2,0,124,103,353400,Onda Verde
9.0,Marília,2.00,1,21,8,35,11,20,7,22,4,4,2,0,0,1,0,0,0,0,0,1,1,0,0,106,34,353410,Oriente
15.0,São José do Rio Preto,15.00,0,25,2,7,1,5,1,14,2,9,3,7,0,13,0,5,0,9,1,21,0,30,5,160,15,353420,Orindiúva
8.0,Franca,508.00,339,721,517,939,599,484,261,256,83,59,23,11,3,1,0,3,0,29,2,25,1,17,1,3053,1829,353430,Orlândia
1.0,São Paulo,89.00,36,226,67,527,223,839,401,458,234,160,74,90,16,88,24,77,20,80,22,80,27,83,28,2797,1172,353440,Osasco
9.0,Marília,2.00,0,22,16,113,76,92,86,11,11,1,1,0,0,0,0,0,0,1,0,4,2,5,5,251,197,353450,Oscar Bressane
9.0,Marília,491.00,410,1167,960,1943,1686,763,665,270,199,31,16,15,6,16,10,26,16,48,27,40,26,26,14,4836,4035,353460,Osvaldo Cruz
9.0,Marília,52.00,10,187,55,710,299,814,665,610,516,207,165,31,25,17,13,22,9,30,2,29,3,31,12,2740,1774,353470,Ourinhos
15.0,São José do Rio Preto,10.00,3,22,4,66,11,126,36,126,71,11,8,2,1,2,0,2,0,0,0,0,0,2,1,369,135,353475,Ouroeste
11.0,Presidente Prudente,132.00,115,378,305,721,609,342,188,75,24,17,7,1,0,1,0,14,1,10,1,3,1,3,0,1697,1251,353480,Ouro Verde
9.0,Marília,253.00,223,384,339,272,236,119,105,54,53,4,4,19,11,21,6,26,13,26,4,14,5,6,0,1198,999,353490,Pacaembu
15.0,São José do Rio Preto,15.00,1,24,4,36,2,48,8,55,7,28,3,6,0,8,0,12,0,26,3,19,1,17,3,294,32,353500,Palestina
15.0,São José do Rio Preto,16.00,1,24,4,99,22,118,70,90,61,50,32,25,9,15,3,40,22,59,31,135,95,261,154,932,504,353510,Palmares Paulista
15.0,São José do Rio Preto,17.00,13,10,5,18,4,32,15,20,9,3,2,7,1,11,1,10,2,13,1,17,3,11,3,169,59,353520,Palmeira d'Oeste
9.0,Marília,18.00,8,58,21,181,109,599,406,545,287,125,61,28,12,18,2,23,3,16,3,16,1,10,1,1637,914,353530,Palmital
11.0,Presidente Prudente,189.00,169,493,456,1043,881,559,439,160,98,30,14,9,3,10,3,15,5,16,2,10,2,14,0,2548,2072,353540,Panorama
9.0,Marília,60.00,5,80,14,185,41,268,87,323,100,124,25,45,11,20,3,34,4,60,10,54,5,26,7,1279,312,353550,Paraguaçu Paulista
17.0,Taubaté,13.00,1,26,0,14,1,12,0,8,0,7,0,3,0,2,0,4,1,3,1,6,0,5,0,103,4,353560,Paraibuna
15.0,São José do Rio Preto,26.00,4,34,13,141,62,175,112,112,70,31,11,6,1,3,0,9,0,12,1,11,2,31,9,591,285,353570,Paraíso
6.0,Bauru,3.00,0,6,0,85,1,59,1,24,0,6,1,3,1,1,0,0,0,1,0,1,0,0,0,189,4,353580,Paranapanema
15.0,São José do Rio Preto,5.00,1,5,2,10,2,14,4,12,8,1,1,0,0,0,0,1,0,1,0,1,0,2,1,52,19,353590,Paranapuã
9.0,Marília,90.00,43,294,144,759,337,412,207,228,78,47,9,14,1,14,4,13,1,19,2,12,0,19,2,1921,828,353600,Parapuã
6.0,Bauru,1.00,0,1,1,3,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,12,3,353610,Pardinho
12.0,Registro,0.00,0,0,0,3,0,6,4,5,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,20,8,353620,Pariquera-Açu
15.0,São José do Rio Preto,6.00,0,4,0,7,0,3,0,2,0,2,0,0,0,0,0,7,0,4,0,2,0,2,0,39,0,353625,Parisi
8.0,Franca,19.00,9,31,4,44,8,76,5,26,4,3,0,0,0,3,0,8,0,2,0,4,1,11,3,227,34,353630,Patrocínio Paulista
11.0,Presidente Prudente,429.00,340,434,350,378,325,213,183,123,98,12,9,7,2,3,0,6,5,3,3,2,1,7,6,1617,1322,353640,Paulicéia
7.0,Campinas,136.00,14,190,56,457,221,386,192,267,77,101,25,61,10,51,8,73,18,95,32,87,23,98,41,2002,717,353650,Paulínia
6.0,Bauru,1.00,1,0,0,2,0,2,1,3,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,11,6,353657,Paulistânia
15.0,São José do Rio Preto,30.00,15,68,39,61,44,75,47,55,35,19,7,3,1,6,3,1,1,0,0,4,1,2,1,324,194,353660,Paulo de Faria
6.0,Bauru,14.00,3,19,7,150,75,244,155,251,146,67,38,22,7,26,13,22,10,26,5,113,75,227,189,1181,723,353670,Pederneiras
7.0,Campinas,4.00,0,8,1,10,0,5,1,5,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,38,2,353680,Pedra Bela
15.0,São José do Rio Preto,4.00,0,7,0,7,1,9,3,8,3,2,1,4,2,6,1,3,0,2,0,5,0,1,0,58,11,353690,Pedranópolis
8.0,Franca,0.00,0,9,2,46,4,109,3,55,8,15,1,5,1,3,0,4,1,7,0,16,4,46,12,315,36,353700,Pedregulho
7.0,Campinas,10.00,6,17,6,55,5,53,13,36,15,14,3,12,2,6,1,9,3,15,4,4,0,12,1,243,59,353710,Pedreira
9.0,Marília,2.00,0,4,0,61,19,96,51,64,34,12,4,1,0,3,0,9,0,5,0,1,0,5,0,263,108,353715,Pedrinhas Paulista
12.0,Registro,0.00,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,353720,Pedro de Toledo
2.0,Araçatuba,12.00,2,7,1,47,6,30,7,24,9,4,1,0,0,7,1,14,1,13,1,6,2,8,0,172,31,353730,Penápolis
2.0,Araçatuba,14.00,3,13,3,34,6,39,5,16,6,2,0,1,0,7,0,12,2,9,0,6,0,6,0,159,25,353740,Pereira Barreto
6.0,Bauru,1.00,0,6,2,6,4,10,6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,27,14,353750,Pereiras
4.0,Baixada Santista,82.00,3,128,2,203,8,200,29,147,35,68,7,41,4,36,3,50,0,57,1,54,1,29,1,1095,94,353760,Peruíbe
2.0,Araçatuba,0.00,0,6,5,25,21,71,67,44,43,10,10,10,10,3,1,4,4,0,0,6,4,0,0,179,165,353770,Piacatu
16.0,Sorocaba,3.00,0,3,0,22,1,34,1,29,3,10,1,8,0,7,0,10,0,4,0,12,0,4,0,146,6,353780,Piedade
16.0,Sorocaba,1.00,0,3,1,4,0,20,10,17,8,6,2,4,1,1,0,1,0,1,0,1,0,2,0,61,22,353790,Pilar do Sul
17.0,Taubaté,112.00,16,200,67,713,294,763,438,698,431,241,160,85,34,54,17,85,25,132,68,239,162,805,710,4127,2422,353800,Pindamonhangaba
15.0,São José do Rio Preto,12.00,0,28,6,59,8,55,16,30,10,15,5,10,2,8,1,14,1,20,1,17,5,25,5,293,60,353810,Pindorama
7.0,Campinas,3.00,0,3,0,9,0,3,0,3,0,1,0,0,0,2,0,2,0,3,0,3,0,2,0,34,0,353820,Pinhalzinho
11.0,Presidente Prudente,15.00,6,54,34,131,88,104,67,10,1,5,0,2,0,3,0,0,0,0,0,7,0,1,0,332,196,353830,Piquerobi
17.0,Taubaté,6.00,1,2,0,30,0,28,1,15,1,3,0,6,0,3,0,13,0,7,0,6,1,16,1,135,5,353850,Piquete
7.0,Campinas,2.00,1,14,6,8,0,7,2,7,0,6,0,0,0,0,0,4,0,7,0,9,1,12,1,76,11,353860,Piracaia
10.0,Piracicaba,468.00,26,831,70,2571,654,3954,1233,3002,690,1183,180,467,30,470,14,424,15,648,8,690,45,742,164,15450,3129,353870,Piracicaba
6.0,Bauru,3.00,0,7,0,36,4,136,54,167,49,41,11,2,1,4,0,3,0,1,0,6,2,5,1,411,122,353880,Piraju
6.0,Bauru,52.00,28,179,98,394,299,295,280,304,286,25,20,11,10,9,6,7,1,7,1,3,0,2,0,1288,1029,353890,Pirajuí
15.0,São José do Rio Preto,9.00,1,24,5,78,38,83,57,125,83,23,16,9,3,2,0,4,0,12,4,20,8,15,0,404,215,353900,Pirangi
1.0,São Paulo,3.00,0,7,0,7,1,2,0,6,0,3,0,0,0,2,1,1,0,2,0,0,0,2,0,35,2,353910,Pirapora do Bom Jesus
11.0,Presidente Prudente,173.00,72,538,345,1513,1013,1192,799,517,290,68,45,17,3,19,3,13,1,13,0,36,0,25,1,4124,2572,353920,Pirapozinho
10.0,Piracicaba,59.00,10,97,10,290,81,291,150,251,146,91,55,33,12,26,4,17,4,14,6,33,23,54,44,1256,545,353930,Pirassununga
6.0,Bauru,13.00,2,43,15,156,77,250,155,85,44,22,9,8,4,1,1,3,0,3,1,3,1,3,1,590,310,353940,Piratininga
13.0,Riberão Preto,29.00,1,45,6,140,30,313,61,155,62,56,19,31,5,18,1,19,1,36,2,19,0,12,0,873,188,353950,Pitangueiras
15.0,São José do Rio Preto,17.00,8,26,3,40,13,32,11,14,4,8,0,5,2,6,2,3,0,10,3,8,2,6,3,175,51,353960,Planalto
9.0,Marília,0.00,0,2,0,86,20,130,31,38,9,11,0,8,1,8,4,3,0,0,0,0,0,0,0,286,65,353970,Platina
1.0,São Paulo,15.00,1,27,3,50,3,56,13,62,21,32,13,7,0,8,2,11,2,12,0,16,1,11,5,307,64,353980,Poá
15.0,São José do Rio Preto,3.00,0,4,0,10,0,11,2,6,0,4,0,1,0,3,0,2,0,1,0,6,0,6,0,57,2,353990,Poloni
9.0,Marília,9.00,8,44,41,101,99,72,60,32,21,7,4,2,1,1,0,2,1,1,0,1,0,0,0,272,235,354000,Pompéia
6.0,Bauru,3.00,3,2,2,8,5,19,18,13,11,2,1,2,2,0,0,0,0,1,0,0,0,1,1,51,43,354010,Pongaí
13.0,Riberão Preto,99.00,24,179,55,505,156,685,243,393,91,134,29,42,4,41,1,40,0,33,2,41,1,37,4,2229,610,354020,Pontal
15.0,São José do Rio Preto,0.00,0,1,0,16,0,22,0,21,1,4,0,5,0,6,0,6,0,10,0,7,0,2,0,100,1,354025,Pontalinda
15.0,São José do Rio Preto,17.00,0,9,0,11,0,7,0,2,0,0,0,2,0,4,0,5,0,3,0,2,0,3,0,65,0,354030,Pontes Gestal
15.0,São José do Rio Preto,1.00,0,5,2,11,3,3,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,9,354040,Populina
6.0,Bauru,2.00,1,3,1,0,0,1,1,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,13,3,354050,Porangaba
16.0,Sorocaba,137.00,56,460,199,2135,956,2188,1309,863,452,129,39,24,0,15,1,24,1,38,2,32,0,54,5,6099,3020,354060,Porto Feliz
3.0,Araraquara,45.00,2,89,2,115,7,77,13,90,13,36,1,28,1,18,2,15,2,31,1,26,3,24,2,594,49,354070,Porto Ferreira
17.0,Taubaté,220.00,141,456,384,856,688,692,535,497,322,145,78,49,19,33,13,72,26,57,29,37,18,36,4,3150,2257,354075,Potim
15.0,São José do Rio Preto,34.00,14,102,56,199,132,200,147,136,93,55,31,36,20,21,9,19,4,14,4,15,2,15,1,846,513,354080,Potirendaba
9.0,Marília,5.00,1,28,22,220,178,239,225,20,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,515,446,354085,Pracinha
13.0,Riberão Preto,43.00,29,162,133,498,478,467,453,150,145,33,31,9,5,5,0,6,0,0,0,2,1,0,0,1375,1275,354090,Pradópolis
4.0,Baixada Santista,35.00,3,44,3,70,5,66,17,90,14,38,11,31,7,34,3,47,4,109,17,104,19,72,14,740,117,354100,Praia Grande
6.0,Bauru,1.00,0,2,0,14,0,11,0,46,4,6,0,4,0,4,0,0,0,2,0,1,0,1,0,92,4,354105,Pratânia
6.0,Bauru,1.00,0,15,8,95,45,53,27,3,2,1,1,0,0,2,0,1,0,0,0,1,0,1,0,173,83,354110,Presidente Alves
11.0,Presidente Prudente,257.00,190,626,503,617,555,497,463,58,46,10,4,10,4,9,2,3,0,4,0,2,0,6,0,2099,1767,354120,Presidente Bernardes
11.0,Presidente Prudente,208.00,173,244,218,478,368,195,166,42,28,7,1,2,1,0,0,8,1,5,0,4,0,3,0,1196,956,354130,Presidente Epitácio
11.0,Presidente Prudente,"2,864.00",1960,6980,5305,17413,13493,13247,10462,5508,3897,1080,639,585,42,508,15,531,7,774,14,745,8,599,10,50834,35852,354140,Presidente Prudente
11.0,Presidente Prudente,33.00,15,79,47,137,67,325,215,225,126,40,21,15,6,8,2,12,1,17,3,21,5,10,0,922,508,354150,Presidente Venceslau
6.0,Bauru,17.00,1,39,8,133,30,183,30,144,37,35,4,25,4,11,3,8,2,6,0,7,1,4,0,612,120,354160,Promissão
16.0,Sorocaba,0.00,0,2,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,10,0,354165,Quadra
11.0,Presidente Prudente,9.00,1,65,6,179,36,206,67,100,33,27,21,2,1,7,1,7,0,4,1,7,2,5,0,618,169,354170,Quatá
9.0,Marília,6.00,3,19,4,40,8,47,21,59,43,10,6,8,0,1,0,2,0,2,2,3,2,1,0,198,89,354180,Queiroz
17.0,Taubaté,3.00,0,7,1,47,11,51,4,14,7,3,0,0,0,1,1,0,0,1,0,0,0,1,0,128,24,354190,Queluz
9.0,Marília,10.00,1,25,10,125,49,175,82,82,34,25,13,3,0,2,0,2,0,5,0,1,0,3,0,458,189,354200,Quintana
10.0,Piracicaba,0.00,0,0,0,12,2,23,7,39,14,8,4,3,0,3,0,4,0,2,0,1,0,0,0,95,27,354210,Rafard
11.0,Presidente Prudente,119.00,39,360,141,1668,756,1870,1484,878,843,46,39,27,4,25,3,21,4,9,1,19,3,5,1,5047,3318,354220,Rancharia
17.0,Taubaté,1.00,0,1,0,3,0,1,0,4,1,2,0,0,0,2,0,3,0,2,0,3,0,2,1,24,2,354230,Redenção da Serra
11.0,Presidente Prudente,115.00,30,263,96,618,199,507,174,324,95,56,11,12,3,13,1,15,0,18,2,25,0,17,1,1983,612,354240,Regente Feijó
6.0,Bauru,3.00,0,10,3,124,37,154,97,166,86,44,17,5,0,0,0,0,0,1,0,1,0,5,1,513,241,354250,Reginópolis
12.0,Registro,1.00,0,3,0,6,3,22,11,68,33,25,7,18,3,20,1,2,1,0,0,2,0,0,0,167,59,354260,Registro
8.0,Franca,3.00,0,2,0,6,2,17,8,18,10,6,3,2,0,1,0,3,0,1,0,10,6,9,6,78,35,354270,Restinga
16.0,Sorocaba,0.00,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,354280,Ribeira
3.0,Araraquara,25.00,2,9,1,27,2,37,5,55,9,9,2,2,0,4,0,6,1,9,0,6,1,5,0,194,23,354290,Ribeirão Bonito
16.0,Sorocaba,1.00,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,354300,Ribeirão Branco
8.0,Franca,1.00,0,2,0,1,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,17,3,354310,Ribeirão Corrente
9.0,Marília,83.00,64,565,452,825,657,200,153,58,31,11,4,1,0,3,0,2,0,2,0,2,0,1,0,1753,1361,354320,Ribeirão do Sul
11.0,Presidente Prudente,4.00,1,16,10,120,115,91,87,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,234,213,354323,Ribeirão dos Índios
16.0,Sorocaba,0.00,0,1,0,1,0,10,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,354325,Ribeirão Grande
1.0,São Paulo,31.00,0,29,1,52,1,53,0,50,2,26,1,8,0,8,0,19,4,11,0,14,0,16,0,317,9,354330,Ribeirão Pires
13.0,Riberão Preto,"1,277.00",394,2002,886,4297,2468,5918,3594,4651,2702,1587,662,851,136,710,87,790,82,812,134,978,302,1323,612,25196,12059,354340,Ribeirão Preto
16.0,Sorocaba,2.00,0,0,0,6,0,5,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,31,2,354350,Riversul
8.0,Franca,0.00,0,14,0,6,0,0,0,2,1,1,1,1,0,2,0,0,0,1,0,3,0,0,0,30,2,354360,Rifaina
3.0,Araraquara,31.00,8,69,28,120,50,157,85,75,27,18,5,9,1,11,2,15,0,28,0,14,0,3,0,550,206,354370,Rincão
9.0,Marília,38.00,8,42,16,117,45,79,25,42,7,9,4,1,0,5,0,7,0,7,0,7,0,10,1,364,106,354380,Rinópolis
10.0,Piracicaba,144.00,15,276,46,530,135,719,241,555,167,231,50,142,9,109,5,163,9,168,7,155,5,131,2,3323,691,354390,Rio Claro
10.0,Piracicaba,6.00,0,6,2,46,18,232,64,201,81,42,22,7,2,10,0,6,1,10,0,3,0,3,0,572,190,354400,Rio das Pedras
1.0,São Paulo,13.00,0,4,0,11,1,15,1,13,3,6,0,3,0,1,0,4,0,8,0,3,0,1,0,82,5,354410,Rio Grande da Serra
15.0,São José do Rio Preto,4.00,0,25,1,12,0,5,0,19,1,7,0,8,1,8,0,10,0,2,0,7,2,6,0,113,5,354420,Riolândia
11.0,Presidente Prudente,176.00,75,342,153,823,712,1002,855,462,361,151,120,50,39,35,25,22,1,22,1,28,2,18,0,3131,2344,354425,Rosana
17.0,Taubaté,5.00,3,8,1,44,5,50,10,37,6,17,7,16,3,5,2,9,8,13,10,15,0,13,9,232,64,354430,Roseira
2.0,Araçatuba,16.00,16,14,11,17,13,35,35,13,11,1,0,1,0,1,0,3,2,2,0,0,0,2,1,105,89,354440,Rubiácea
15.0,São José do Rio Preto,5.00,0,1,0,3,0,14,0,10,0,2,0,2,0,0,0,1,0,0,0,5,1,2,0,45,1,354450,Rubinéia
6.0,Bauru,1.00,1,1,0,8,4,18,13,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,27,354460,Sabino
9.0,Marília,36.00,27,108,74,253,205,185,161,63,47,0,0,0,0,0,0,7,6,3,0,0,0,0,0,655,520,354470,Sagres
15.0,São José do Rio Preto,4.00,0,5,1,26,2,29,13,29,21,11,10,5,3,9,8,13,4,6,3,18,6,15,12,170,83,354480,Sales
8.0,Franca,52.00,22,174,64,208,53,62,15,44,5,9,1,1,1,1,0,0,0,0,0,5,0,0,0,556,161,354490,Sales Oliveira
1.0,São Paulo,4.00,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,15,0,354500,Salesópolis
9.0,Marília,125.00,91,235,200,189,144,122,90,21,14,1,1,0,0,0,0,1,0,2,0,12,2,3,0,711,542,354510,Salmourão
10.0,Piracicaba,25.00,0,15,0,69,3,78,16,85,23,33,2,7,0,10,0,12,0,16,0,15,0,6,0,371,44,354515,Saltinho
16.0,Sorocaba,63.00,4,238,64,1024,368,1582,674,1245,523,499,126,136,13,92,7,89,2,101,6,57,3,67,6,5193,1796,354520,Salto
16.0,Sorocaba,13.00,0,17,0,81,0,227,22,182,22,50,7,14,0,12,0,14,0,19,0,14,0,16,0,659,51,354530,Salto de Pirapora
9.0,Marília,265.00,189,645,562,568,541,304,295,88,86,10,8,2,1,1,0,2,1,1,0,1,0,1,0,1888,1683,354540,Salto Grande
11.0,Presidente Prudente,11.00,5,54,42,324,260,388,309,128,87,16,8,5,3,1,1,3,0,2,2,9,1,3,0,944,718,354550,Sandovalina
15.0,São José do Rio Preto,72.00,42,123,73,319,183,185,123,115,78,20,10,5,2,7,1,3,0,10,1,8,1,12,0,879,514,354560,Santa Adélia
15.0,São José do Rio Preto,4.00,0,6,2,6,0,10,1,10,3,6,4,11,3,7,3,12,8,5,0,2,2,1,0,80,26,354570,Santa Albertina
7.0,Campinas,181.00,40,419,67,1049,211,1335,251,1163,196,474,56,217,25,196,18,157,16,110,14,124,23,59,10,5484,927,354580,Santa Bárbara d'Oeste
17.0,Taubaté,3.00,0,0,0,9,2,19,2,43,9,14,1,3,0,6,0,2,0,3,0,4,0,3,0,109,14,354600,Santa Branca
15.0,São José do Rio Preto,2.00,0,3,0,5,0,5,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,21,0,354610,Santa Clara d'Oeste
10.0,Piracicaba,1.00,0,4,1,12,1,6,0,5,0,6,1,1,0,2,0,3,0,1,0,2,0,0,0,43,3,354620,Santa Cruz da Conceição
13.0,Riberão Preto,6.00,2,10,2,30,6,47,5,27,5,10,3,7,1,0,0,0,0,0,0,1,0,0,0,138,24,354625,Santa Cruz da Esperança
14.0,São João da Boa Vista,20.00,0,19,3,31,16,49,27,71,50,15,9,0,0,7,6,1,0,4,4,14,3,8,5,239,123,354630,Santa Cruz das Palmeiras
9.0,Marília,79.00,39,240,76,719,438,1422,1204,630,547,88,77,12,7,10,2,11,0,9,0,13,0,11,1,3244,2391,354640,Santa Cruz do Rio Pardo
3.0,Araraquara,49.00,32,189,122,512,345,334,209,203,97,39,24,0,0,1,0,4,0,7,1,8,2,11,1,1357,833,354650,Santa Ernestina
15.0,São José do Rio Preto,12.00,1,24,14,60,29,94,44,55,17,13,4,9,3,14,3,7,1,15,2,4,0,8,0,315,118,354660,Santa Fé do Sul
10.0,Piracicaba,21.00,0,45,1,76,2,102,18,88,12,46,4,22,2,27,0,28,2,35,0,24,0,22,1,536,42,354670,Santa Gertrudes
1.0,São Paulo,15.00,2,14,3,44,5,51,8,19,3,3,0,3,0,2,0,4,0,2,0,4,0,4,0,165,21,354680,Santa Isabel
3.0,Araraquara,1.00,0,12,1,10,2,21,6,7,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,58,12,354690,Santa Lúcia
10.0,Piracicaba,0.00,0,3,2,84,39,240,114,150,45,78,15,25,0,4,0,7,0,0,0,3,1,0,0,594,216,354700,Santa Maria da Serra
11.0,Presidente Prudente,60.00,25,93,37,260,107,262,258,68,68,11,11,0,0,0,0,0,0,0,0,0,0,0,0,754,506,354710,Santa Mercedes
15.0,São José do Rio Preto,1.00,1,4,3,3,2,5,0,1,0,2,1,0,0,2,1,2,0,2,2,5,2,1,0,28,12,354720,Santana da Ponte Pensa
1.0,São Paulo,20.00,6,39,9,92,15,64,12,67,9,39,3,29,3,10,0,21,4,26,2,14,1,10,1,431,65,354730,Santana de Parnaíba
15.0,São José do Rio Preto,4.00,0,7,0,12,1,8,0,9,0,2,0,0,0,0,0,0,0,0,0,1,1,4,0,47,2,354740,Santa Rita d'Oeste
13.0,Riberão Preto,6.00,2,9,0,28,7,24,15,11,5,3,1,0,0,0,0,5,0,2,1,0,0,2,1,90,32,354750,Santa Rita do Passa Quatro
13.0,Riberão Preto,37.00,16,50,19,139,64,126,48,53,18,15,1,8,1,5,0,5,0,15,0,5,0,10,1,468,168,354760,Santa Rosa de Viterbo
