DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
2,Araçatuba,530,470,513,474,427,400,183,177,73,73,15,15,18,13,20,8,4,7,6,16,1,12,1,1827,1654,350810,Buritama
8,Franca,4,0,4,4,15,9,36,13,20,15,2,0,4,2,0,1,0,0,0,1,0,0,0,89,43,350820,Buritizal
6,Bauru,0,0,3,0,28,5,59,23,33,13,6,2,0,0,0,0,0,0,0,0,0,2,0,132,43,350830,Cabrália Paulista
7,Campinas,21,2,8,0,10,1,36,10,56,7,28,6,13,2,3,7,0,11,0,9,0,18,2,230,33,350840,Cabreúva
17,Taubaté,6,1,10,1,19,3,66,24,119,42,56,13,29,4,1,13,2,12,0,22,1,15,0,385,92,350850,Caçapava
17,Taubaté,11,1,9,0,8,2,20,4,31,3,30,1,22,1,2,11,1,29,0,6,0,13,0,197,15,350860,Cachoeira Paulista
14,São João da Boa Vista,1,1,0,0,0,0,4,1,1,1,3,1,2,0,0,0,0,2,0,2,1,0,0,16,5,350870,Caconde
6,Bauru,4,3,2,0,19,14,54,30,53,26,14,5,0,0,1,0,0,0,0,3,0,4,0,154,79,350880,Cafelândia
11,Presidente Prudente,0,0,0,0,0,0,37,8,60,15,16,2,12,3,1,12,3,10,3,19,5,7,0,184,40,350890,Caiabu
1,São Paulo,9,0,8,0,34,12,124,42,70,22,22,1,9,1,0,6,0,8,0,6,1,4,1,302,80,350900,Caieiras
11,Presidente Prudente,3,0,0,0,11,4,27,10,42,21,22,8,6,1,3,3,0,1,0,4,0,1,0,125,47,350910,Caiuá
1,São Paulo,10,0,7,2,33,16,73,9,145,17,75,3,30,1,0,26,0,34,0,15,0,8,0,478,48,350920,Cajamar
12,Registro,2,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,10,3,350925,Cajati
5,Barretos,4,2,2,1,42,24,132,68,132,88,43,27,8,3,6,8,3,4,3,6,5,2,1,393,231,350930,Cajobi
13,Riberão Preto,3,1,7,0,28,1,64,0,15,1,6,0,4,0,0,9,0,2,0,6,0,1,0,145,3,350940,Cajuru
16,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350945,Campina do Monte Alegre
7,Campinas,513,55,451,144,1651,1163,4999,4230,4796,3750,1708,1055,1156,362,199,871,102,764,73,624,44,554,64,19019,11241,350950,Campinas
7,Campinas,16,3,13,3,27,9,96,34,93,36,51,6,13,4,2,15,0,23,2,12,1,14,2,387,102,350960,Campo Limpo Paulista
17,Taubaté,3,0,1,0,3,0,7,0,6,0,4,0,0,0,0,2,0,2,0,1,0,1,0,32,0,350970,Campos do Jordão
9,Marília,4,1,4,2,73,34,120,84,89,70,16,13,3,2,0,2,1,0,0,3,0,1,0,316,207,350980,Campos Novos Paulista
12,Registro,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,6,0,3,0,14,2,350990,Cananéia
17,Taubaté,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,7,0,350995,Canas
9,Marília,15,2,12,5,24,5,67,12,80,13,38,7,28,1,0,12,2,13,0,33,4,14,2,353,53,351000,Cândido Mota
3,Araraquara,0,0,0,0,0,0,0,0,14,5,27,12,14,12,12,14,8,10,3,4,1,1,0,101,53,351010,Cândido Rodrigues
9,Marília,1,0,1,0,8,0,63,27,87,14,24,7,26,3,1,7,1,9,0,3,0,2,0,251,53,351015,Canitar
16,Sorocaba,15,0,6,0,20,2,23,9,15,3,6,2,4,0,0,0,0,4,0,11,1,9,1,116,18,351020,Capão Bonito
16,Sorocaba,21,0,21,0,29,0,24,0,49,5,38,4,30,0,1,26,0,16,0,6,0,20,0,303,10,351030,Capela do Alto
10,Piracicaba,10,0,8,1,26,10,117,40,152,59,69,13,34,2,0,9,1,6,0,6,0,7,0,460,126,351040,Capivari
17,Taubaté,382,16,64,4,129,13,394,34,748,39,697,34,548,23,11,556,5,677,10,452,21,451,7,5733,217,351050,Caraguatatuba
1,São Paulo,23,2,13,3,62,23,133,51,203,46,39,16,19,3,2,8,0,15,0,8,2,6,0,536,148,351060,Carapicuíba
15,São José do Rio Preto,22,13,29,23,90,81,102,79,21,15,4,1,5,2,0,6,1,4,2,8,4,7,2,299,223,351070,Cardoso
14,São João da Boa Vista,2,1,3,0,2,0,3,0,6,3,3,0,4,0,0,1,0,0,0,2,0,1,0,29,4,351080,Casa Branca
13,Riberão Preto,2,1,0,0,5,2,5,5,5,1,2,2,1,0,0,1,0,0,0,0,0,0,0,21,11,351090,Cássia dos Coqueiros
2,Araçatuba,16,5,39,30,116,83,211,159,279,162,105,29,58,20,20,38,10,24,6,54,18,63,28,1062,570,351100,Castilho
15,São José do Rio Preto,111,39,152,95,943,611,2099,1284,1760,997,718,343,306,112,80,88,34,129,45,108,26,153,29,6740,3695,351110,Catanduva
15,São José do Rio Preto,3,0,11,8,87,40,185,116,116,72,36,13,16,2,0,4,2,2,0,4,3,9,2,475,258,351120,Catiguá
15,São José do Rio Preto,67,25,36,19,123,77,324,217,366,236,113,61,92,42,22,30,8,38,9,26,7,34,8,1323,731,351130,Cedral
6,Bauru,1,0,0,0,0,0,14,6,8,3,3,0,13,0,1,1,0,0,0,3,1,0,0,48,11,351140,Cerqueira César
16,Sorocaba,9,0,4,0,79,38,181,83,223,83,41,6,40,5,1,14,1,6,0,12,2,4,1,626,220,351150,Cerquilho
16,Sorocaba,5,0,6,1,39,16,39,14,61,43,52,35,62,47,18,21,0,22,1,5,0,7,0,347,175,351160,Cesário Lange
10,Piracicaba,8,0,22,11,181,88,525,298,216,116,74,27,41,9,4,24,2,15,0,15,0,10,0,1170,555,351170,Charqueada
2,Araçatuba,9,6,22,21,131,115,52,47,46,45,7,6,0,0,0,1,0,1,0,0,0,1,0,270,240,351190,Clementina
5,Barretos,13,0,14,4,34,20,45,32,119,86,16,7,2,2,3,7,1,14,0,12,0,8,1,292,156,351200,Colina
5,Barretos,9,0,2,0,40,28,58,55,59,53,69,66,11,7,0,2,1,1,0,0,0,3,0,255,210,351210,Colômbia
10,Piracicaba,13,2,3,1,11,1,15,6,52,20,29,2,10,1,0,6,0,2,0,3,0,5,0,155,33,351220,Conchal
6,Bauru,6,0,2,0,3,0,7,0,14,2,5,0,1,0,0,0,0,0,0,1,0,0,0,39,2,351230,Conchas
10,Piracicaba,13,12,12,10,63,59,146,136,177,165,91,84,30,26,20,8,5,17,14,12,10,8,5,599,546,351240,Cordeirópolis
2,Araçatuba,29,3,77,32,379,176,385,175,215,65,97,10,69,3,2,35,0,24,1,22,0,38,2,1420,469,351250,Coroados
6,Bauru,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,351260,Coronel Macedo
10,Piracicaba,1,0,1,0,4,2,9,3,12,5,9,6,2,1,0,3,0,3,0,1,0,1,1,48,18,351270,Corumbataí
7,Campinas,6,1,6,6,90,76,257,212,200,168,55,31,16,7,2,8,1,3,0,9,1,2,0,659,505,351280,Cosmópolis
15,São José do Rio Preto,265,181,77,29,52,1,56,1,44,1,9,0,3,0,0,2,0,11,3,33,7,39,10,593,233,351290,Cosmorama
1,São Paulo,7,0,12,1,63,22,248,116,228,96,32,6,16,4,0,10,1,9,0,12,0,2,0,655,246,351300,Cotia
13,Riberão Preto,3,0,7,1,38,5,152,18,323,16,117,9,41,1,0,9,0,6,0,6,0,8,1,721,51,351310,Cravinhos
8,Franca,0,0,3,2,30,14,49,22,26,15,4,3,0,0,0,2,0,0,0,0,0,0,0,114,56,351320,Cristais Paulista
9,Marília,0,0,1,1,6,5,17,16,3,2,1,1,0,0,1,0,0,0,0,1,0,0,0,30,26,351330,Cruzália
17,Taubaté,15,4,0,0,5,3,3,1,8,3,2,0,3,0,1,4,0,12,1,2,0,4,2,62,15,351340,Cruzeiro
4,Baixada Santista,127,10,45,3,56,1,73,3,211,10,55,3,100,3,4,46,3,100,2,79,2,71,3,1009,47,351350,Cubatão
17,Taubaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4,0,351360,Cunha
3,Araraquara,9,1,15,6,149,101,500,328,553,307,141,75,65,21,1,9,0,18,2,1,0,15,0,1496,842,351370,Descalvado
1,São Paulo,32,1,33,5,75,17,135,50,157,61,47,7,31,3,2,17,0,28,6,31,2,8,0,628,154,351380,Diadema
15,São José do Rio Preto,31,21,84,79,110,96,32,28,9,8,9,3,0,0,0,0,0,0,0,0,0,0,0,275,235,351385,Dirce Reis
14,São João da Boa Vista,0,0,0,0,1,0,10,7,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,18,7,351390,Divinolândia
3,Araraquara,1,0,4,0,19,6,192,61,324,139,155,42,27,4,3,11,1,2,0,0,0,4,0,754,256,351400,Dobrada
6,Bauru,1,0,0,0,6,3,42,26,49,21,19,3,3,1,1,3,2,0,0,5,1,3,0,137,58,351410,Dois Córregos
15,São José do Rio Preto,3,0,7,4,60,49,79,59,102,94,6,4,5,5,1,4,0,0,0,0,0,0,0,267,216,351420,Dolcinópolis
3,Araraquara,3,1,1,0,13,4,140,50,251,105,115,38,71,9,0,3,0,6,1,6,0,2,1,629,209,351430,Dourado
11,Presidente Prudente,75,48,100,64,521,403,821,633,570,405,144,94,77,48,36,30,9,27,2,10,2,17,10,2451,1754,351440,Dracena
6,Bauru,3,3,56,46,293,270,283,279,73,72,4,0,0,0,0,1,0,0,0,0,0,1,0,714,670,351450,Duartina
13,Riberão Preto,5,3,6,2,10,8,79,45,164,104,34,31,5,3,4,11,6,6,2,2,0,4,0,340,208,351460,Dumont
9,Marília,0,0,0,0,1,0,9,2,15,13,1,0,0,0,0,0,0,0,0,6,3,17,16,49,34,351470,Echaporã
12,Registro,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,9,0,351480,Eldorado
10,Piracicaba,2,0,3,2,3,1,22,5,22,2,4,0,5,0,0,2,0,5,0,1,0,0,0,74,10,351490,Elias Fausto
15,São José do Rio Preto,3,0,3,2,40,28,125,67,109,62,17,11,5,5,4,3,0,1,0,1,0,2,0,315,179,351492,Elisiário
15,São José do Rio Preto,0,0,13,9,90,79,155,131,35,31,1,1,0,0,0,2,0,0,0,1,0,1,0,299,251,351495,Embaúba
1,São Paulo,5,0,9,3,19,10,54,17,91,15,48,1,24,1,1,7,0,22,0,11,0,11,0,312,48,351500,Embu
1,São Paulo,4,1,1,0,2,0,12,3,3,1,2,0,1,1,0,0,0,3,0,3,0,5,0,36,6,351510,Embu-Guaçu
11,Presidente Prudente,0,0,0,0,0,0,11,3,16,8,2,0,0,0,0,0,0,0,0,11,7,4,1,44,19,351512,Emilianópolis
10,Piracicaba,27,5,26,6,12,2,29,8,38,9,37,6,25,1,2,13,2,3,0,13,1,20,1,267,43,351515,Engenheiro Coelho
14,São João da Boa Vista,8,0,15,5,181,106,539,265,577,259,136,25,51,9,2,35,2,27,1,18,0,15,0,1630,674,351518,Espírito Santo do Pinhal
9,Marília,0,0,10,9,174,80,84,62,49,34,8,2,1,0,0,0,0,1,0,1,0,0,0,330,187,351519,Espírito Santo do Turvo
15,São José do Rio Preto,5,1,11,1,82,52,142,133,149,140,31,30,13,8,3,1,0,1,0,2,0,5,0,447,368,351520,Estrela d'Oeste
11,Presidente Prudente,1,1,1,0,3,1,22,13,30,14,12,6,1,0,0,6,0,9,1,7,0,4,1,100,37,351530,Estrela do Norte
11,Presidente Prudente,3,1,28,19,65,47,237,159,346,246,163,109,70,34,20,10,3,23,11,28,5,19,0,1021,654,351535,Euclides da Cunha Paulista
6,Bauru,0,0,0,0,0,0,34,19,85,40,12,6,9,5,0,0,0,0,0,0,0,2,2,142,72,351540,Fartura
15,São José do Rio Preto,58,15,82,59,196,181,268,249,230,216,155,137,71,42,7,36,3,59,1,47,3,24,1,1292,914,351550,Fernandópolis
15,São José do Rio Preto,4,0,1,0,13,3,40,23,66,21,13,4,8,3,1,12,3,12,3,5,1,7,3,185,65,351560,Fernando Prestes
9,Marília,0,0,6,0,28,4,20,7,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,76,16,351565,Fernão
1,São Paulo,9,3,8,1,30,7,155,45,220,100,52,33,17,2,1,10,0,11,2,13,0,3,0,541,194,351570,Ferraz de Vasconcelos
11,Presidente Prudente,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,351580,Flora Rica
15,São José do Rio Preto,9,6,44,29,154,104,148,100,71,47,8,7,4,2,0,0,0,0,0,0,0,0,0,439,295,351590,Floreal
9,Marília,8,3,10,2,20,14,124,81,105,74,40,23,22,13,10,5,0,2,1,7,3,6,4,365,228,351600,Flórida Paulista
9,Marília,1,1,6,0,4,0,13,1,0,0,2,0,5,2,1,1,0,0,0,0,0,0,0,35,5,351610,Florínia
8,Franca,85,54,593,478,3381,2754,2711,2052,2175,1465,386,177,118,32,18,33,6,31,9,29,9,61,19,9664,7073,351620,Franca
1,São Paulo,12,1,9,1,27,6,72,25,79,17,35,0,9,1,1,10,0,15,0,4,0,5,0,282,52,351630,Francisco Morato
1,São Paulo,5,0,10,0,33,9,95,26,101,27,36,12,24,4,0,15,3,15,1,17,0,19,2,391,84,351640,Franco da Rocha
2,Araçatuba,54,53,91,91,193,173,103,101,42,42,13,13,4,3,0,0,0,0,0,0,0,0,0,500,476,351650,Gabriel Monteiro
9,Marília,10,8,53,41,192,149,118,85,39,20,0,0,0,0,1,2,0,0,0,1,0,4,1,420,305,351660,Gália
9,Marília,79,31,266,190,2734,2497,3659,3434,1583,1495,250,214,95,69,33,16,12,45,28,78,18,77,21,8926,8042,351670,Garça
15,São José do Rio Preto,102,85,176,126,94,75,12,9,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0,390,296,351680,Gastão Vidigal
3,Araraquara,3,0,1,0,24,0,213,60,196,89,81,24,96,3,3,14,2,9,0,7,0,9,0,670,181,351685,Gavião Peixoto
15,São José do Rio Preto,39,26,149,118,546,474,466,431,151,131,23,14,2,2,3,3,0,6,1,3,1,2,0,1393,1201,351690,General Salgado
6,Bauru,3,1,5,1,15,6,57,5,57,13,24,2,17,2,0,40,1,15,1,12,0,7,0,257,32,351700,Getulina
2,Araçatuba,3,3,5,2,96,59,262,142,257,104,46,18,16,2,2,6,0,0,0,0,0,0,0,702,332,351710,Glicério
6,Bauru,3,0,9,4,17,9,53,33,74,33,21,7,8,3,1,6,0,1,0,4,1,10,7,210,98,351720,Guaiçara
9,Marília,11,1,5,0,27,13,87,59,50,29,17,11,13,3,6,4,1,13,2,6,0,4,1,253,126,351730,Guaimbê
5,Barretos,18,0,15,1,53,26,191,101,262,137,181,79,125,51,30,43,9,47,7,44,6,37,7,1100,454,351740,Guaíra
15,São José do Rio Preto,41,13,45,19,167,85,587,278,270,129,70,20,24,4,2,18,4,17,6,19,5,21,7,1290,572,351750,Guapiaçu
16,Sorocaba,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,5,0,351760,Guapiara
8,Franca,0,0,0,0,1,0,9,0,5,1,5,0,2,0,0,1,0,1,0,1,0,1,0,30,1,351770,Guará
2,Araçatuba,8,3,114,62,608,380,780,607,304,234,55,38,9,4,8,17,2,17,0,10,0,17,2,1954,1340,351780,Guaraçaí
5,Barretos,178,99,45,36,19,12,7,2,7,1,3,1,0,0,0,2,0,3,2,0,0,1,0,265,153,351790,Guaraci
15,São José do Rio Preto,0,0,0,0,1,0,9,4,2,0,0,0,1,1,0,0,0,5,5,12,8,27,23,58,41,351800,Guarani d'Oeste
9,Marília,39,5,8,1,7,1,23,6,13,2,20,2,2,0,0,1,0,1,1,0,0,1,0,116,18,351810,Guarantã
2,Araçatuba,30,8,25,10,157,86,414,279,440,262,204,86,126,44,17,48,6,54,5,53,3,37,3,1662,809,351820,Guararapes
1,São Paulo,28,0,16,0,26,2,47,4,81,7,68,1,27,0,0,34,1,57,0,43,0,16,0,466,15,351830,Guararema
17,Taubaté,16,3,11,4,22,9,35,4,49,5,40,8,21,2,4,18,0,31,5,15,2,16,4,294,50,351840,Guaratinguetá
16,Sorocaba,0,0,0,0,1,0,5,0,3,1,0,0,0,0,0,2,0,0,0,3,0,0,0,15,1,351850,Guareí
13,Riberão Preto,9,0,19,12,109,76,332,294,592,473,198,182,13,7,1,0,0,1,0,2,0,1,1,1278,1046,351860,Guariba
4,Baixada Santista,37,9,17,3,23,6,41,11,57,15,34,3,23,4,2,36,1,36,8,48,9,89,10,477,81,351870,Guarujá
1,São Paulo,177,25,109,24,221,93,831,378,836,370,304,59,191,20,11,99,6,120,11,126,28,155,23,3309,1048,351880,Guarulhos
13,Riberão Preto,5,0,2,0,6,0,15,7,43,4,42,7,35,7,0,11,0,18,2,24,4,72,24,288,55,351885,Guatapará
2,Araçatuba,0,0,11,9,37,31,26,21,20,17,9,5,1,1,0,0,0,2,0,1,0,1,1,109,85,351890,Guzolândia
9,Marília,6,4,2,2,31,19,90,61,128,88,58,35,27,17,7,5,3,9,1,4,1,4,1,376,239,351900,Herculândia
7,Campinas,16,1,10,1,46,12,191,59,200,42,93,7,52,0,1,17,0,24,2,17,0,19,0,715,125,351905,Holambra
7,Campinas,64,16,86,37,325,160,808,407,866,311,298,74,209,44,22,137,12,127,23,120,14,123,19,3301,1139,351907,Hortolândia
6,Bauru,3,0,5,2,9,6,54,33,98,65,29,21,19,11,6,1,0,4,4,9,4,15,10,256,162,351910,Iacanga
9,Marília,27,14,23,7,32,15,196,176,72,72,9,9,2,2,7,5,4,11,7,20,17,27,21,431,351,351920,Iacri
6,Bauru,0,0,1,0,44,27,191,119,134,90,23,8,2,1,0,2,0,1,0,0,0,1,0,399,245,351925,Iaras
3,Araraquara,6,0,41,22,361,230,641,374,758,508,252,158,86,53,19,20,1,16,1,14,0,5,1,2228,1367,351930,Ibaté
15,São José do Rio Preto,8,0,15,8,169,126,571,406,374,250,49,30,19,11,5,6,0,5,0,4,0,7,0,1235,836,351940,Ibirá
9,Marília,2,0,0,0,3,0,11,0,23,0,13,0,3,0,0,0,0,0,0,0,0,1,1,56,1,351950,Ibirarema
3,Araraquara,11,0,12,3,93,54,351,163,468,178,227,45,146,40,10,58,4,25,0,24,2,28,3,1516,502,351960,Ibitinga
16,Sorocaba,3,0,3,0,5,1,3,2,9,2,8,0,0,0,0,3,0,3,1,2,0,1,0,41,6,351970,Ibiúna
15,São José do Rio Preto,72,61,44,41,40,35,27,21,16,12,8,3,3,2,0,1,0,3,1,1,0,3,0,218,176,351980,Icém
11,Presidente Prudente,1,0,3,0,12,1,30,6,85,51,31,9,25,5,8,24,4,10,3,9,3,70,34,331,124,351990,Iepê
6,Bauru,3,0,0,0,5,1,53,10,70,16,34,2,11,0,0,5,0,8,0,1,0,5,0,195,29,352000,Igaraçu do Tietê
8,Franca,2,2,3,0,4,2,11,6,24,19,12,11,6,6,7,12,7,2,2,5,5,4,3,92,70,352010,Igarapava
17,Taubaté,1,1,1,0,2,1,7,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,20,4,352020,Igaratá
12,Registro,3,1,0,0,1,0,6,2,6,3,4,2,0,0,0,2,0,1,0,2,0,2,0,28,8,352030,Iguape
17,Taubaté,574,109,204,41,212,23,258,62,271,43,296,56,210,38,12,100,15,59,7,1,0,1,0,2314,406,352040,Ilhabela
12,Registro,1,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,352042,Ilha Comprida
2,Araçatuba,12,0,15,3,26,7,21,8,34,13,40,4,40,9,3,10,0,15,1,9,3,17,6,260,57,352044,Ilha Solteira
7,Campinas,9,3,34,25,191,143,738,678,533,400,207,91,51,21,8,81,0,88,1,44,1,25,1,2069,1372,352050,Indaiatuba
11,Presidente Prudente,6,1,0,0,9,4,70,34,173,108,126,53,58,25,0,2,1,3,0,5,2,10,6,466,234,352060,Indiana
15,São José do Rio Preto,9,0,3,0,5,0,12,2,15,1,17,1,10,1,0,5,0,9,0,4,0,3,0,96,5,352070,Indiaporã
9,Marília,1,1,1,1,34,24,106,75,79,59,32,24,40,28,6,5,3,15,8,19,13,44,36,388,278,352080,Inúbia Paulista
9,Marília,0,0,1,0,7,0,26,5,36,9,44,3,12,0,0,4,0,0,0,3,0,1,1,140,18,352090,Ipauçu
16,Sorocaba,26,0,6,0,10,1,46,6,75,3,31,2,17,0,0,1,0,7,1,35,0,13,0,277,13,352100,Iperó
10,Piracicaba,8,2,4,0,17,5,22,10,40,15,15,4,14,6,1,10,2,16,1,7,0,9,0,166,46,352110,Ipeúna
15,São José do Rio Preto,20,1,7,3,22,11,42,8,48,11,22,3,7,0,2,10,0,15,0,6,0,9,3,224,42,352115,Ipiguá
12,Registro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352120,Iporanga
8,Franca,5,3,4,0,46,21,39,18,12,7,11,9,5,3,0,1,1,6,6,15,11,4,2,149,81,352130,Ipuã
10,Piracicaba,24,5,11,0,20,5,77,33,123,30,83,8,38,0,1,6,0,7,0,5,0,6,0,413,82,352140,Iracemápolis
15,São José do Rio Preto,1,0,1,0,7,1,18,4,22,3,5,0,13,0,0,1,0,14,0,5,0,3,0,96,8,352150,Irapuã
11,Presidente Prudente,1,1,0,0,2,2,83,31,63,27,31,19,32,20,19,7,2,8,6,17,7,30,16,302,150,352160,Irapuru
16,Sorocaba,1,0,0,0,9,1,15,2,31,3,8,1,2,0,0,0,0,0,0,0,0,0,0,67,7,352170,Itaberá
6,Bauru,1,0,1,0,6,0,8,1,16,0,3,0,4,0,0,5,1,3,1,0,0,3,0,58,3,352180,Itaí
15,São José do Rio Preto,38,22,104,89,583,502,686,438,164,140,36,20,10,1,0,2,0,7,0,4,0,16,1,1656,1213,352190,Itajobi
6,Bauru,0,0,0,0,1,0,2,0,13,9,2,1,9,6,1,1,0,2,0,0,0,3,0,37,17,352200,Itaju
4,Baixada Santista,92,4,43,1,62,12,104,25,158,28,131,17,67,4,0,32,3,84,2,85,2,32,0,925,98,352210,Itanhaém
16,Sorocaba,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,352215,Itaóca
1,São Paulo,3,1,3,2,7,1,19,4,28,1,13,0,10,0,0,5,0,11,0,4,1,11,0,123,10,352220,Itapecerica da Serra
16,Sorocaba,93,2,59,1,99,7,181,19,224,23,132,6,115,3,2,51,0,57,1,51,1,65,1,1171,66,352230,Itapetininga
16,Sorocaba,6,0,16,1,62,37,436,251,597,278,120,17,53,8,0,16,0,25,2,31,0,29,1,1417,595,352240,Itapeva
1,São Paulo,2,0,4,0,12,2,36,10,64,25,21,3,14,4,0,3,1,3,0,2,0,10,0,176,45,352250,Itapevi
14,São João da Boa Vista,12,1,9,2,12,4,83,41,165,51,85,13,41,0,1,27,0,29,1,22,0,27,2,537,116,352260,Itapira
16,Sorocaba,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,352265,Itapirapuã Paulista
3,Araraquara,4,1,2,0,18,6,97,38,185,76,84,37,48,19,13,33,10,30,7,63,29,96,55,702,291,352270,Itápolis
6,Bauru,1,0,11,10,132,122,236,215,108,106,11,10,2,2,0,0,0,0,0,0,0,0,0,504,465,352280,Itaporanga
6,Bauru,4,0,0,0,20,3,154,51,236,56,95,18,29,7,3,17,0,15,1,27,1,15,0,630,140,352290,Itapuí
2,Araçatuba,7,6,0,0,0,0,12,6,9,5,11,6,4,1,1,1,1,4,0,0,0,1,1,59,27,352300,Itapura
1,São Paulo,16,0,22,4,72,49,236,155,248,120,70,12,19,2,1,6,0,22,5,20,1,15,3,754,352,352310,Itaquaquecetuba
16,Sorocaba,15,1,10,1,16,5,44,17,136,34,54,4,10,1,0,15,0,43,0,20,2,13,0,386,65,352320,Itararé
12,Registro,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,352330,Itariri
7,Campinas,6,0,13,2,53,29,157,102,174,78,48,9,18,1,1,15,0,17,0,15,0,10,0,536,222,352340,Itatiba
6,Bauru,1,0,0,0,1,0,8,0,5,1,4,1,2,0,0,2,0,4,0,1,0,0,0,28,2,352350,Itatinga
10,Piracicaba,1,0,3,0,31,6,85,32,79,27,14,4,20,1,0,0,0,1,0,5,2,0,0,243,72,352360,Itirapina
8,Franca,0,0,13,11,151,83,65,60,45,26,2,1,0,0,1,1,1,1,1,0,0,0,0,279,184,352370,Itirapuã
14,São João da Boa Vista,3,0,0,0,1,0,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,352380,Itobi
16,Sorocaba,99,2,54,2,148,52,400,160,762,204,372,48,109,16,2,37,1,32,1,36,2,65,7,2178,497,352390,Itu
7,Campinas,10,0,16,7,40,23,117,81,85,35,49,11,18,0,0,8,0,4,2,8,0,13,1,378,160,352400,Itupeva
8,Franca,10,1,4,1,50,45,141,138,233,226,86,62,30,18,7,8,5,10,3,9,0,14,6,621,512,352410,Ituverava
5,Barretos,8,1,7,0,10,0,26,6,45,17,32,16,20,10,15,9,6,11,3,3,0,3,2,198,76,352420,Jaborandi
13,Riberão Preto,9,3,16,8,86,53,212,156,235,158,81,40,90,26,5,21,2,38,6,16,1,13,2,860,460,352430,Jaboticabal
17,Taubaté,88,1,51,1,149,50,559,261,678,256,355,51,187,20,8,178,6,244,6,153,4,104,5,2880,669,352440,Jacareí
15,São José do Rio Preto,28,8,21,12,64,42,185,105,107,51,42,14,33,14,12,16,3,12,2,20,6,25,9,579,278,352450,Jaci
12,Registro,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,352460,Jacupiranga
7,Campinas,32,3,10,6,52,34,223,167,169,159,55,43,39,18,13,36,7,41,6,29,3,29,8,756,467,352470,Jaguariúna
15,São José do Rio Preto,386,264,711,596,1157,1016,635,555,244,197,45,23,26,7,6,21,4,30,2,17,0,22,2,3325,2672,352480,Jales
17,Taubaté,0,0,1,0,1,0,4,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,14,0,352490,Jambeiro
1,São Paulo,1,0,4,0,9,2,7,0,8,0,6,1,9,2,1,4,0,4,0,1,0,8,0,66,6,352500,Jandira
13,Riberão Preto,7,1,12,1,20,5,40,8,51,17,12,2,11,0,1,6,2,8,1,9,0,5,0,186,38,352510,Jardinópolis
7,Campinas,4,0,4,0,10,6,58,31,98,41,36,11,12,3,1,4,1,2,0,6,3,2,1,239,98,352520,Jarinu
6,Bauru,27,2,24,3,108,73,558,276,796,279,318,43,151,21,6,58,3,59,3,73,2,62,2,2318,713,352530,Jaú
8,Franca,1,0,2,1,7,3,30,17,30,17,7,1,4,0,0,1,1,1,0,0,0,1,0,84,40,352540,Jeriquara
7,Campinas,0,0,0,0,0,0,5,3,0,0,2,0,3,2,2,0,0,1,1,1,0,1,0,15,8,352550,Joanópolis
11,Presidente Prudente,4,0,0,0,13,4,61,30,127,47,41,10,12,0,1,1,0,0,0,2,0,0,0,268,92,352560,João Ramalho
15,São José do Rio Preto,57,35,114,93,1057,1006,1228,1217,364,354,29,23,23,19,7,13,1,17,2,14,2,16,4,2942,2763,352570,José Bonifácio
