Distribuição dos casos  autóctones de dengue segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRS;;GVE;;RS;;MUNICÍPIO DE RESIDÊNCIA;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;352230 Itapetininga;2;0;0;0;0;0;3;2;3;4;13;13;51;34;66;51;52;62;67;35;21;25;18;12;4;2;2;2;0;0;0;0;0;0;1;0;1;0;0;3;2;1;2;0;1;1;0;2;1;3;2;2;566
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352240 Itapeva;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;352250 Itapevi;0;0;0;0;1;1;1;0;0;0;0;2;0;2;0;1;4;2;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;352260 Itapira;0;0;0;0;1;0;0;0;1;1;1;1;7;6;15;6;11;22;15;17;7;5;3;2;3;1;1;2;2;0;0;1;0;1;0;1;2;0;2;2;2;4;0;0;1;0;0;0;0;0;0;0;146
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352265 Itapirapuã Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;352270 Itápolis;40;39;58;121;210;284;257;370;482;509;440;385;332;289;209;158;93;73;33;20;6;8;2;2;0;2;0;0;2;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;1;1;0;0;2;0;1;0;4435
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352280 Itaporanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6;Bauru;XV;BAURU;35064;JAU;352290 Itapuí;0;0;0;0;0;1;0;0;0;1;0;4;0;0;0;2;0;0;0;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;352300 Itapura;0;1;0;0;0;0;1;0;1;0;0;1;1;4;3;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;352310 Itaquaquecetuba;0;1;1;0;0;0;3;1;4;2;4;5;5;6;7;13;26;19;20;22;10;10;5;4;4;2;2;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;3;0;1;1;1;2;190
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;352320 Itararé;0;0;1;2;2;0;5;2;4;2;5;23;32;48;43;42;45;42;58;44;21;12;7;7;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352330 Itariri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;352340 Itatiba;0;0;0;1;0;0;0;0;1;2;2;2;1;2;3;6;6;8;5;3;4;5;3;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;64
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;352350 Itatinga;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4;3;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;18
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;352360 Itirapina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;352370 Itirapuã;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;16
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;352380 Itobi;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352390 Itu;1;3;1;2;4;5;5;11;8;15;28;27;56;75;77;99;92;82;127;100;36;45;35;34;21;6;8;7;8;6;9;3;1;4;2;1;4;2;2;3;7;9;8;8;10;14;9;11;19;24;45;42;1261
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352400 Itupeva;0;0;0;0;0;1;2;0;1;2;5;5;4;3;8;4;5;7;6;4;5;5;1;1;1;3;3;0;3;0;1;0;0;1;0;1;1;0;1;2;0;1;1;2;0;0;1;1;0;0;0;0;92
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;352410 Ituverava;8;8;16;13;23;61;47;55;147;107;175;89;76;29;51;27;31;22;7;5;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1004
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;352420 Jaborandi;3;3;0;3;7;15;10;11;19;18;9;30;16;14;27;18;5;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;352430 Jaboticabal;2;7;4;9;31;55;59;65;64;127;164;151;240;240;291;210;246;197;135;158;95;43;15;23;10;2;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2653
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;352440 Jacareí;1;1;2;1;4;1;4;4;3;15;23;33;34;54;77;89;89;87;111;63;34;38;27;12;18;12;9;8;4;4;5;2;0;0;1;0;2;4;3;1;5;3;0;12;11;11;38;37;47;72;141;149;1406
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352450 Jaci;3;1;5;1;2;5;8;5;9;10;12;18;7;1;6;8;2;5;1;1;0;2;4;1;0;1;3;0;0;1;1;0;1;0;0;1;0;3;0;0;1;1;0;0;0;2;1;0;1;1;0;0;135
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352460 Jacupiranga;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;352470 Jaguariúna;0;0;0;1;1;1;0;4;3;5;8;6;7;11;20;10;7;4;7;6;3;2;4;5;0;1;0;0;1;0;0;2;3;0;0;0;0;0;0;1;0;0;0;0;4;3;1;0;1;4;0;0;136
15;São José do Rio Preto;XXX;JALES;35153;JALES;352480 Jales;1;0;0;3;0;0;1;0;3;4;1;4;6;7;10;2;2;9;4;7;8;4;3;1;0;0;1;0;2;1;1;3;1;0;0;0;2;0;1;1;0;1;0;1;0;0;0;0;2;0;0;0;97
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;352490 Jambeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;352500 Jandira;0;0;0;1;0;0;0;0;2;0;0;2;2;2;3;9;3;6;4;0;2;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;45
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;352510 Jardinópolis;1;1;0;1;0;0;0;1;7;6;4;2;5;13;11;10;15;29;23;10;6;1;10;7;2;4;1;1;1;0;2;1;1;2;1;1;0;2;1;1;1;0;3;0;1;0;1;0;1;3;1;0;195
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352520 Jarinu;0;0;0;0;2;1;0;0;0;2;1;0;1;3;2;9;3;14;14;12;10;7;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;89
6;Bauru;XV;BAURU;35064;JAU;352530 Jaú;1;2;1;6;6;12;11;15;23;39;41;67;63;66;63;35;55;52;62;68;68;37;30;15;9;7;5;5;6;3;1;1;1;0;1;0;0;1;3;1;0;0;0;1;4;0;0;1;8;6;6;3;911
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;352540 Jeriquara;0;1;0;0;0;0;1;0;1;0;2;0;3;0;0;1;1;4;14;15;12;2;1;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;352550 Joanópolis;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;352560 João Ramalho;0;0;0;0;0;2;1;1;0;0;10;11;18;24;23;22;15;12;19;50;20;9;9;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352570 José Bonifácio;0;0;3;1;2;1;2;1;3;0;4;2;2;3;0;2;4;1;0;2;0;1;1;0;1;0;1;0;0;0;3;1;2;0;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;52
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352580 Júlio Mesquita;21;17;13;39;28;47;35;32;35;44;40;14;27;29;20;12;9;3;2;4;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;481
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352585 Jumirim;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352590 Jundiaí;1;1;2;3;1;5;3;7;14;15;36;46;48;73;97;96;96;71;77;88;31;22;12;21;16;3;2;2;2;2;1;2;4;2;1;0;2;1;3;1;1;0;1;0;2;2;3;10;3;5;9;2;948
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;352600 Junqueirópolis;1;2;3;5;12;24;45;48;61;85;105;97;150;103;72;48;31;37;23;11;8;4;1;2;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;984
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352610 Juquiá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
1;São Paulo;X;OSASCO;35013;MANANCIAIS;352620 Juquitiba;1;1;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;352630 Lagoinha;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;352640 Laranjal Paulista;18;13;21;33;75;82;65;122;74;189;223;286;309;307;254;126;110;122;72;85;51;17;16;9;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2684
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;352650 Lavínia;0;1;4;3;2;4;6;9;10;9;7;21;18;24;15;16;8;14;15;4;3;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;352660 Lavrinhas;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5
10;Piracicaba;XX;PIRACICABA;35101;ARARAS;352670 Leme;0;0;1;0;1;2;0;2;1;1;1;2;1;3;6;5;9;4;5;2;7;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;0;1;2;69
6;Bauru;XV;BAURU;35062;BAURU;352680 Lençóis Paulista;0;0;0;0;2;1;1;4;8;18;25;42;56;74;81;85;54;90;88;68;41;19;18;19;5;1;2;1;1;4;3;0;1;3;0;0;1;0;1;2;0;3;1;0;1;1;0;0;2;1;2;2;832
10;Piracicaba;XX;PIRACICABA;35102;LIMEIRA;352690 Limeira;0;0;1;1;2;5;11;6;15;21;20;35;36;53;36;38;54;43;20;34;16;12;12;9;5;3;4;2;2;2;0;0;1;1;1;1;0;0;0;3;0;0;4;1;5;2;5;5;2;10;6;3;548
7;Campinas;XVII;CAMPINAS;35074;CIRCUITO DAS AGUAS;352700 Lindóia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
6;Bauru;XV;BAURU;35065;LINS;352710 Lins;29;24;32;55;57;100;106;134;233;256;336;376;359;274;202;308;255;268;214;150;84;83;24;11;23;12;20;9;9;6;6;7;6;7;3;1;2;0;2;0;0;0;0;1;0;0;1;0;3;1;2;1;4092
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;352720 Lorena;1;1;0;0;1;1;0;0;2;0;3;1;1;2;4;2;3;3;6;2;0;3;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;1;0;49
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;352725 Lourdes;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;352730 Louveira;0;0;1;0;3;0;2;2;4;9;20;14;24;13;23;19;17;13;8;11;3;1;2;3;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;200
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;352740 Lucélia;5;11;6;20;39;30;33;34;50;46;76;80;77;89;89;79;57;41;48;27;13;10;10;2;1;0;5;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;986
6;Bauru;XV;BAURU;35062;BAURU;352750 Lucianópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;352760 Luís Antônio;0;0;0;0;2;1;3;1;4;11;12;17;15;6;13;8;6;3;1;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;111
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;352770 Luiziânia;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352780 Lupércio;9;9;5;19;12;25;16;1;2;0;5;3;1;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111
9;Marília;XIII;ASSIS;35092;ASSIS;352790 Lutécia;0;0;0;0;0;0;0;0;0;0;1;2;3;6;6;6;5;6;4;7;3;4;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
6;Bauru;XV;BAURU;35062;BAURU;352800 Macatuba;0;0;0;0;0;0;1;0;1;0;0;0;6;3;10;4;7;8;10;8;6;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;68
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;352810 Macaubal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;352820 Macedônia;3;3;3;4;8;5;9;5;5;19;20;5;4;5;5;3;2;1;2;3;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;352830 Magda;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;352840 Mairinque;0;0;0;0;1;0;0;1;0;2;1;1;1;2;5;3;0;1;5;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;28
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;352850 Mairiporã;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;13
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;352860 Manduri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;9
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;352870 Marabá Paulista;0;0;0;0;0;1;0;0;2;0;3;7;6;6;7;4;0;3;2;3;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;49
9;Marília;XIII;ASSIS;35092;ASSIS;352880 Maracaí;0;0;0;0;1;0;4;7;3;7;9;8;7;12;20;18;18;8;16;19;5;1;3;4;4;3;1;1;2;1;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;352885 Marapoama;0;0;0;0;0;8;17;14;28;28;26;26;23;15;23;26;12;13;13;13;6;4;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;352890 Mariápolis;5;4;4;7;10;9;13;22;27;43;52;48;61;82;42;52;18;19;20;12;2;1;1;2;0;3;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;564
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;352900 Marília;7;11;11;13;12;24;24;31;58;63;110;136;180;197;287;249;265;216;222;195;113;98;57;63;18;20;14;8;5;6;3;8;9;6;6;2;7;9;6;10;5;22;17;26;29;27;47;44;51;70;75;45;3237
15;São José do Rio Preto;XXX;JALES;35153;JALES;352910 Marinópolis;0;0;1;0;2;1;1;0;2;2;2;1;2;4;1;1;1;4;2;4;3;1;2;0;0;0;0;1;0;3;0;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;53
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;352920 Martinópolis;2;2;0;0;1;14;6;7;26;35;25;40;52;30;61;27;10;23;17;14;7;3;6;5;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;417
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;352930 Matão;0;0;1;6;17;9;17;23;38;47;62;64;61;84;119;87;64;54;85;72;30;31;20;22;8;11;6;3;2;3;3;2;3;1;0;0;3;1;0;0;0;1;0;0;0;3;4;1;1;0;0;1;1070
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;352940 Mauá;0;0;0;0;0;0;1;0;1;0;0;1;3;10;2;1;4;4;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;33
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352950 Mendonça;0;0;0;0;0;0;0;0;1;1;0;3;0;0;1;0;1;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;352960 Meridiano;2;0;2;0;3;3;2;1;3;4;4;3;5;0;2;2;0;0;0;1;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
15;São José do Rio Preto;XXX;JALES;35153;JALES;352965 Mesópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;352970 Miguelópolis;4;2;3;2;10;6;4;10;14;8;6;12;1;1;2;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
6;Bauru;XV;BAURU;35064;JAU;352980 Mineiros do Tietê;0;1;1;0;0;0;0;0;0;1;1;1;7;8;11;14;13;11;7;10;3;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;98
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;352990 Miracatu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353000 Mira Estrela;0;0;0;0;1;0;0;1;0;2;5;3;3;1;4;2;6;6;2;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353010 Mirandópolis;8;15;13;19;15;17;38;39;92;136;169;259;277;301;282;211;166;165;139;125;53;44;33;15;22;14;5;20;13;15;10;8;9;12;10;4;1;3;1;4;1;8;3;3;9;4;8;8;9;7;4;3;2849
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;353020 Mirante do Paranapanema;10;4;3;10;6;5;7;11;35;95;132;150;147;106;122;96;44;39;42;22;14;9;9;3;2;2;3;2;1;1;0;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1138
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353030 Mirassol;1;2;0;2;6;4;2;5;3;5;3;7;6;10;16;8;9;3;8;6;3;4;2;2;2;0;1;3;0;0;1;2;1;3;1;0;2;1;1;4;1;1;4;0;3;1;2;4;3;0;2;2;162
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353040 Mirassolândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;7
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;353050 Mococa;2;0;0;1;1;1;2;4;3;6;5;8;4;5;15;15;9;24;16;15;11;5;3;5;1;1;3;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1;2;0;177
