Distribuição dos casos  autóctones de dengue segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRS;;GVE;;RS;;MUNICÍPIO DE RESIDÊNCIA;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;350710 Bom Jesus dos Perdões;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;350715 Bom Sucesso de Itararé;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Marília;XIII;ASSIS;35092;ASSIS;350720 Borá;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;3;0;4;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
6;Bauru;XV;BAURU;35064;JAU;350730 Boracéia;0;0;0;0;0;0;0;2;2;0;0;5;6;1;4;1;3;6;6;13;0;1;1;5;0;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;6;2;14;20;27;7;145
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;350740 Borborema;3;2;4;3;6;15;6;38;29;59;51;79;79;68;65;66;40;32;36;18;3;2;3;1;0;0;1;0;2;0;1;2;1;0;0;0;0;0;0;0;1;1;1;0;2;2;0;3;4;6;8;0;743
6;Bauru;XV;BAURU;35062;BAURU;350745 Borebi;0;0;0;0;0;0;0;1;0;5;1;2;6;2;0;5;4;9;2;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;45
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;350750 Botucatu;0;1;0;2;1;3;1;3;5;4;4;4;5;9;6;20;12;7;14;8;4;4;4;4;1;3;2;3;1;2;3;4;1;3;2;0;0;6;9;8;7;6;4;1;7;16;10;19;21;29;52;23;368
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;350760 Bragança Paulista;1;1;0;0;0;1;2;1;2;5;6;3;11;7;9;9;13;7;6;6;14;5;3;1;0;1;3;1;1;2;1;1;3;1;0;0;1;2;1;2;4;1;1;1;0;2;0;1;3;7;5;10;168
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;350770 Braúna;0;0;0;1;0;0;0;1;4;4;5;13;9;35;28;24;11;7;6;8;3;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;350775 Brejo Alegre;0;0;0;0;2;1;4;1;3;7;3;0;1;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35133;VALE DAS CACHOEIRAS;350780 Brodósqui;1;0;0;0;0;0;0;4;1;0;1;4;2;6;14;9;6;9;17;15;7;5;4;4;6;2;0;2;0;2;4;1;2;0;8;4;1;2;3;6;1;6;3;13;8;21;65;65;68;114;187;70;773
6;Bauru;XV;BAURU;35064;JAU;350790 Brotas;0;0;0;0;0;0;0;0;0;0;1;1;3;3;4;0;3;5;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;350800 Buri;0;2;0;1;0;2;4;1;3;2;3;0;2;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;350810 Buritama;0;0;0;0;0;0;2;1;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11
8;Franca;XVIII;FRANCA;35083;ALTA MOGIANA;350820 Buritizal;0;0;0;0;3;2;1;3;2;9;8;13;11;6;8;5;9;11;8;5;6;1;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117
6;Bauru;XV;BAURU;35062;BAURU;350830 Cabrália Paulista;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;350840 Cabreúva;1;0;0;0;0;0;1;0;1;1;2;4;4;7;15;13;12;14;6;10;8;7;6;2;4;3;1;0;0;1;0;0;0;0;0;1;2;4;1;0;1;0;2;0;0;0;0;1;1;3;1;1;141
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;350850 Caçapava;0;0;0;1;1;0;1;0;0;3;6;21;13;24;17;15;21;25;19;22;19;11;15;6;6;7;1;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;264
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;350860 Cachoeira Paulista;1;0;0;0;1;0;0;0;1;0;0;1;0;2;2;2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;0;1;0;0;0;1;0;0;1;0;23
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;350870 Caconde;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;3;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;16
6;Bauru;XV;BAURU;35065;LINS;350880 Cafelândia;0;0;0;2;0;0;0;2;2;7;3;6;13;15;13;14;17;21;16;13;8;6;2;1;3;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;350890 Caiabu;0;1;3;6;7;16;9;10;11;9;2;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;350900 Caieiras;0;0;0;0;0;2;0;0;2;2;0;4;0;3;1;1;3;4;5;1;1;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;3;41
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;350910 Caiuá;0;0;0;0;1;2;0;2;3;1;5;10;7;12;16;8;12;12;12;8;3;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;119
1;São Paulo;IX;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;350920 Cajamar;0;1;0;1;0;0;1;0;1;0;1;2;3;0;5;1;3;1;1;3;3;2;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;0;0;39
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;350925 Cajati;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;350930 Cajobi;5;5;12;13;14;38;74;45;42;26;22;18;31;24;13;12;9;13;5;4;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;432
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35133;VALE DAS CACHOEIRAS;350940 Cajuru;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;350945 Campina do Monte Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;350950 Campinas;26;22;35;46;68;68;142;233;354;471;661;712;663;605;816;600;670;722;663;532;428;292;227;218;167;81;38;38;42;38;23;33;28;27;30;20;47;30;34;35;34;49;73;82;98;104;167;120;133;162;149;109;11265
7;Campinas;XVII;CAMPINAS;35073;JUNDIAÍ;350960 Campo Limpo Paulista;0;1;0;0;2;4;0;3;0;1;3;5;5;6;5;4;6;6;4;6;6;2;1;2;1;1;5;3;1;0;2;2;0;0;0;1;0;4;2;2;0;0;2;0;0;0;0;0;1;2;3;1;105
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;350970 Campos do Jordão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;350980 Campos Novos Paulista;0;0;0;0;0;2;5;4;4;15;9;34;42;38;39;30;27;15;16;18;4;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;350990 Cananéia;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;350995 Canas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Marília;XIII;ASSIS;35092;ASSIS;351000 Cândido Mota;1;0;0;0;2;4;8;6;15;12;36;37;54;50;84;114;137;143;138;103;64;34;22;18;13;13;2;2;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1119
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;351010 Cândido Rodrigues;0;2;1;3;2;5;3;3;17;21;21;32;26;12;14;8;6;5;5;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192
9;Marília;XIII;ASSIS;35094;OURINHOS;351015 Canitar;0;0;0;1;2;3;2;8;7;10;16;32;38;35;44;37;23;19;23;7;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;313
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;351020 Capão Bonito;0;0;0;0;0;0;2;0;1;6;10;38;51;45;69;70;40;52;67;53;23;12;7;3;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;553
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;351030 Capela do Alto;0;0;0;0;0;0;1;0;0;1;1;4;3;12;18;21;17;6;10;16;8;8;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;351040 Capivari;0;0;0;0;0;0;1;0;0;0;0;2;4;3;2;5;3;14;9;9;8;2;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;3;3;1;1;84
17;Taubaté;XXVIII;CARAGUATATUBA;35173;LITORAL NORTE;351050 Caraguatatuba;2;3;1;3;1;1;1;0;5;2;9;23;20;26;46;37;55;39;55;50;40;18;9;11;8;6;4;8;3;1;1;6;3;3;2;2;2;5;2;2;0;3;3;1;7;6;5;6;4;11;11;10;582
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;351060 Carapicuíba;1;1;1;0;2;3;2;1;5;2;2;3;6;5;8;5;8;3;6;3;4;5;1;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;1;0;0;1;0;2;0;0;92
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;351070 Cardoso;0;0;2;1;0;1;0;1;2;1;0;2;1;1;1;2;0;1;0;0;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;1;0;28
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;351080 Casa Branca;0;0;0;0;1;0;0;1;0;0;1;2;3;1;2;1;5;8;18;14;6;10;7;4;2;3;0;0;1;1;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;98
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35133;VALE DAS CACHOEIRAS;351090 Cássia dos Coqueiros;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;351100 Castilho;8;4;3;5;4;9;4;10;13;26;26;37;29;43;22;15;13;15;12;20;4;8;9;11;1;4;1;1;3;3;2;0;1;0;2;0;2;2;1;2;1;1;3;3;0;0;0;0;0;0;0;0;383
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;351110 Catanduva;5;4;13;13;13;21;28;26;36;31;28;49;52;65;83;76;62;68;75;59;30;36;35;26;11;16;13;13;9;6;7;4;5;5;4;5;10;6;4;6;7;5;11;12;17;18;19;21;27;22;16;14;1247
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;351120 Catiguá;0;0;1;0;0;0;2;1;2;1;1;2;2;0;4;0;1;0;2;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;27
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;351130 Cedral;2;2;2;2;3;1;0;4;4;1;4;6;2;8;5;5;0;4;3;4;0;1;2;3;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;2;1;1;1;3;5;1;0;0;1;1;1;0;90
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;351140 Cerqueira César;0;0;0;0;3;2;2;2;1;5;8;9;28;39;62;45;40;27;17;18;10;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;351150 Cerquilho;0;0;1;1;0;0;0;0;0;1;2;2;6;4;5;7;10;6;4;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;58
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;351160 Cesário Lange;0;0;0;0;0;1;0;2;3;1;4;3;2;3;3;0;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;351170 Charqueada;0;0;0;0;0;0;3;3;3;6;10;9;14;12;8;5;3;8;5;2;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;104
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;351190 Clementina;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;351200 Colina;0;0;1;0;1;2;0;1;2;1;4;8;4;10;8;7;12;4;5;6;5;8;3;2;0;0;0;0;0;1;2;1;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;3;4;10;11;131
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;351210 Colômbia;0;0;0;0;0;1;0;1;1;9;13;9;5;11;19;18;50;58;34;22;28;11;16;15;6;9;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340
10;Piracicaba;XX;PIRACICABA;35101;ARARAS;351220 Conchal;0;0;0;0;0;0;1;1;0;2;0;2;6;4;12;5;2;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;351230 Conchas;1;0;0;3;3;5;1;12;24;21;33;50;39;50;65;64;46;49;47;29;20;22;3;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;602
10;Piracicaba;XX;PIRACICABA;35102;LIMEIRA;351240 Cordeirópolis;0;0;0;0;1;0;0;0;1;0;0;1;6;2;2;2;0;1;0;3;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;26
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;351250 Coroados;1;0;0;1;1;1;0;0;1;0;3;3;5;1;1;6;3;1;2;4;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;41
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;351260 Coronel Macedo;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;2;2;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;24
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;351270 Corumbataí;0;0;0;0;0;0;2;0;1;2;1;2;4;1;2;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;351280 Cosmópolis;0;0;0;0;0;3;2;2;2;0;1;3;1;7;0;2;1;6;7;3;5;2;2;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;54
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;351290 Cosmorama;0;0;2;1;1;3;3;0;1;3;1;2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
1;São Paulo;X;OSASCO;35013;MANANCIAIS;351300 Cotia;1;2;3;2;3;0;2;0;3;0;2;6;7;10;12;5;3;4;10;5;2;3;4;1;1;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;0;1;104
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;351310 Cravinhos;1;0;0;1;0;0;1;2;0;15;8;6;11;23;20;27;14;20;17;13;10;5;3;9;2;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;2;0;2;4;1;1;2;3;4;8;2;4;247
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;351320 Cristais Paulista;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;5;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
9;Marília;XIII;ASSIS;35092;ASSIS;351330 Cruzália;0;0;0;1;2;2;1;4;15;17;11;22;24;20;15;8;11;3;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;166
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;351340 Cruzeiro;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;9
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;351350 Cubatão;0;1;0;0;0;3;1;2;0;0;2;0;3;3;3;2;2;5;1;6;0;4;1;0;1;3;1;3;0;2;2;1;0;3;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;61
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;351360 Cunha;0;0;0;0;0;0;0;1;0;0;0;1;5;9;3;4;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;351370 Descalvado;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;1;2;3;2;2;2;2;1;2;0;3;0;1;0;1;0;1;1;0;0;0;0;1;1;1;2;2;1;1;3;0;0;0;0;0;0;42
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;351380 Diadema;0;1;2;5;2;2;2;3;5;6;7;9;16;15;15;20;16;15;13;16;5;8;7;5;4;2;1;1;1;1;2;0;1;0;1;1;0;0;1;0;1;0;4;1;1;1;2;2;2;2;4;2;233
15;São José do Rio Preto;XXX;JALES;35153;JALES;351385 Dirce Reis;0;0;0;0;0;0;0;0;0;0;0;3;3;1;7;5;5;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;35
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;351390 Divinolândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;351400 Dobrada;0;0;0;1;2;1;0;1;1;4;8;4;17;28;24;20;41;22;32;21;12;11;5;5;8;5;3;0;4;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;287
6;Bauru;XV;BAURU;35064;JAU;351410 Dois Córregos;1;0;0;0;0;0;0;0;3;3;7;4;7;9;13;12;13;19;21;12;4;7;2;6;2;1;1;1;0;1;3;3;2;2;4;2;4;1;0;1;0;2;1;0;4;2;5;11;11;29;35;6;277
15;São José do Rio Preto;XXX;JALES;35153;JALES;351420 Dolcinópolis;0;0;0;0;2;5;1;3;4;4;2;2;1;2;5;4;1;2;3;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;46
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;351430 Dourado;1;0;0;0;1;1;1;1;7;7;2;32;43;56;43;49;42;29;21;29;16;12;3;2;5;3;3;2;5;1;1;3;3;2;1;1;0;1;1;1;0;2;3;1;0;0;0;1;1;0;0;0;439
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;351440 Dracena;15;17;34;44;67;134;180;223;380;265;248;170;373;348;178;112;109;49;50;43;17;10;4;5;0;0;1;2;3;2;2;1;2;1;0;3;2;3;2;2;4;3;1;0;0;0;1;0;0;0;0;0;3110
6;Bauru;XV;BAURU;35062;BAURU;351450 Duartina;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;351460 Dumont;0;1;1;1;0;5;3;6;15;25;17;12;20;17;27;18;7;9;3;1;3;4;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;201
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;351470 Echaporã;12;19;16;24;30;37;31;28;46;99;99;63;50;4;1;23;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;593
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;351480 Eldorado;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;351490 Elias Fausto;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;351492 Elisiário;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;351495 Embaúba;2;3;1;0;6;2;7;4;3;0;0;7;2;4;5;0;2;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
